AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,CODPERSO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,P215,P216,P217,OCUPAC_R3,OCUPAC_R4,RAMA_R3,RAMA_R4,CODTAREA,CODTIEMPO,T211,TICUEST01,FACPOB
2024,01,018469,028,11,150203,2,4,03,20220184690281103,3,1,3,1,2, ,1,4, , , , , ,3,3,0,3,0, , , , , , , , ,2,1462.80914354525
2024,01,018469,045,11,150203,2,4,01,20220184690451101,1,1,1,1,2, ,1,53, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,1230.9690678631
2024,01,018469,045,11,150203,2,4,02,20220184690451102,2,1,2,1,2, ,2,46, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,1071.59603802278
2024,01,018469,045,11,150203,2,4,03,20220184690451103,3,1,3,1,2, ,2,14, ,6,2,9, ,3,3,3,3,0, , , , , , , ,9,2,1374.92777744433
2024,01,018469,045,11,150203,2,4,04,20220184690451104,3,1,3,1,2, ,1,12, ,6,2,10, ,4,4,0,4,0, , , , , , , ,10,2,1462.80914354525
2024,01,018469,045,11,150203,2,4,05,20220184690451105,3,1,3,1,2, ,2,9, , ,2,8, ,5,5,0,5,0, , , , , , , ,8,2,1505.34591119962
2024,01,018469,062,11,150203,2,4,01,20220184690621101,1,0,1,1,2, ,2,51, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,1071.59603802278
2024,01,018469,062,11,150203,2,4,02,20220184690621102,3,0,1,1,2, ,1,28, ,5, , , ,2,2,2,2,0, , , , , , , , ,2,1712.30682316105
2024,01,018469,079,11,150203,2,4,01,20220184690791101,1,1,1,1,2, ,1,61, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,1230.9690678631
2024,01,018469,079,11,150203,2,4,02,20220184690791102,2,1,2,1,2, ,2,58, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,1071.59603802278
2024,01,018469,079,11,150203,2,4,03,20220184690791103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,1374.92777744433
2024,01,018469,079,11,150203,2,4,04,20240184690791104,5,0,1,2, ,2,2,11, , ,2,10, ,0,0,0, , , , , , , , , ,11,2,1505.34591119962
2024,01,018469,095,12,150203,2,4,01,20220184690951101,1,1,1,1,2, ,1,69, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,780.607630586552
2024,01,018469,095,12,150203,2,4,02,20220184690951102,2,1,2,1,2, ,2,71, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,818.483005520708
2024,01,018469,095,22,150203,2,4,01,20220184690951103,1,1,1,1,2, ,2,40, ,5, , , ,1,1,1,3,0, , , , , , , , ,2,1449.98777449478
2024,01,018469,095,22,150203,2,4,02,20220184690951104,3,1,3,1,2, ,1,22, ,6, , , ,2,2,2,4,0, , , , , , , , ,2,1422.19514184581
2024,01,018469,095,22,150203,2,4,03,20220184690951105,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3,5,0, , , , , , , , ,2,1374.92777744433
2024,01,018469,095,22,150203,2,4,04,20220184690951106,3,1,3,1,2, ,1,11, , ,2,10, ,4,4,0,6,0, , , , , , , ,10,2,1462.80914354525
2024,01,018472,002,11,150202,2,4,01,20220184720021101,1,1,1,1,2, ,1,59, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,1161.94276484668
2024,01,018472,002,11,150202,2,4,02,20220184720021102,2,1,2,1,2, ,2,60, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,1011.50654043682
2024,01,018472,002,11,150202,2,4,03,20220184720021103,5,0,1,1,2, ,1,17, ,6,1, ,15,3,3,3,3,0, , , , , , , , ,2,1342.44588138718
2024,01,018472,002,11,150202,2,4,04,20220184720021104,5,0,1,1,2, ,2,10, , ,2,8, ,4,4,0,4,0, , , , , , , ,8,2,1420.9339907674
2024,01,018472,002,11,150202,2,4,05,20220184720021105,5,0,1,1,2, ,1,20, ,6, , , ,5,5,5,5,0, , , , , , , , ,2,1342.44588138718
2024,01,018472,044,11,150202,2,4,01,20220184720441101,1,0,1,1,2, ,2,71, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,772.586762123677
2024,01,018472,044,11,150202,2,4,02,20240184720441102,7,0,1,2, ,2,2,44, ,5, , , ,0,0,0, , , , , , , , , , ,2,1368.68004865069
2024,01,018472,044,11,150202,2,4,03,20240184720441103,7,0,1,2, ,2,1,9, , ,2,10, ,0,0,0, , , , , , , , , ,11,2,1380.78246242578
2024,01,018472,044,11,150202,2,4,04,20220184720441102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,018472,061,11,150202,2,4,01,20220184720611101,1,1,1,1,2, ,1,67, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,736.835239994048
2024,01,018472,061,11,150202,2,4,02,20220184720611102,2,1,2,1,2, ,2,63, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,1011.50654043682
2024,01,018472,061,11,150202,2,4,03,20240184720611103,5,0,1,2, ,1,2,15, ,6,2,10, ,3,3,3, ,1, , , , , , , ,11,2,1297.82902340634
2024,01,018472,061,11,150202,2,4,04,20220184720611103,0, , , , , , , , , , , , , , , , , ,2,971,9211,111,114,1,1, ,2, 
2024,01,018472,061,11,150202,2,4,05,20220184720611104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,018472,061,11,150202,2,4,06,20220184720611105,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,018472,061,11,150202,2,4,07,20220184720611106,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,018472,077,11,150202,2,4,01,20220184720771103,1,0,1,1,2, ,1,50, ,6, , , ,1,1,1,2,0, , , , , , , , ,2,1161.94276484668
2024,01,018472,077,11,150202,2,4,02,20220184720771101,0, , , , , , , , , , , , , , , , , ,3, , , , , , , ,2, 
2024,01,018472,106,11,150202,2,4,01,20220184721061101,1,1,1,1,2, ,2,38, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,1368.68004865069
2024,01,018472,106,11,150202,2,4,02,20220184721061102,2,1,2,1,2, ,1,54, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,1161.94276484668
2024,01,018472,106,11,150202,2,4,03,20220184721061103,3,1,3,1,2, ,1,19, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,1342.44588138718
2024,01,018472,106,11,150202,2,4,04,20220184721061104,3,1,3,1,2, ,2,15, ,6,2,10, ,4,4,4,4,0, , , , , , , ,11,2,1297.82902340634
2024,01,018489,015,11,150514,2,5,01,20230184890151101,1,0,1,1,2, ,2,77, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,772.586762123677
2024,01,018489,062,12,150514,2,5,01,20230184890621101,1,1,1,1,2, ,1,59, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,1161.94276484668
2024,01,018489,062,12,150514,2,5,02,20230184890621102,2,1,2,1,2, ,2,59, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,1011.50654043682
2024,01,018489,062,12,150514,2,5,03,20240184890621203,3,0,1,2, ,2,1,24, ,5, , , ,0,0,0, , , , , , , , , , ,2,1342.44588138718
2024,01,018489,062,12,150514,2,5,04,20230184890621103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,018489,062,12,150514,2,5,05,20230184890621104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,018489,062,12,150514,2,5,06,20230184890621105,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,018489,062,22,150514,2,5,01,20230184890621103,1,1,1,1,2, ,1,35, ,2, , , ,1,1,1,3,0, , , , , , , , ,2,1616.28961792146
2024,01,018489,062,22,150514,2,5,02,20230184890621104,2,1,2,1,2, ,2,33, ,2, , , ,2,2,2,4,0, , , , , , , , ,2,1368.68004865069
2024,01,018489,062,22,150514,2,5,03,20230184890621105,3,1,3,1,2, ,2,12, ,6,2,9, ,3,3,0,5,0, , , , , , , ,9,2,1420.9339907674
2024,01,018489,062,22,150514,2,5,04,20240184890622204,3,1,3,1,2, ,1,0,10, , , , ,0,4,0, ,1, , , , , , , , ,2,1380.78246242578
2024,01,018489,078,11,150514,2,5,01,20230184890781101,1,0,1,1,2, ,2,59, ,6, , , ,1,1,1,1,0, , , , , , , , ,2,1011.50654043682
2024,01,018489,078,11,150514,2,5,02,20230184890781102,3,1,1,1,2, ,2,32, ,6, , , ,2,2,2,2,0, , , , , , , , ,2,1368.68004865069
2024,01,018489,078,11,150514,2,5,03,20230184890781103,5,1,3,1,2, ,1,8, , ,2,9, ,3,3,0,3,0, , , , , , , ,9,2,1380.78246242578
2024,01,018489,124,11,150514,2,5,01,20230184891241101,1,1,1,1,2, ,2,60, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,1011.50654043682
2024,01,018489,124,11,150514,2,5,02,20230184891241103,3,1,3,1,2, ,2,33, ,6, , , ,2,2,2,3,0, , , , , , , , ,2,1368.68004865069
2024,01,018489,124,11,150514,2,5,03,20240184891241103,3,2,1,2, ,1,2,38, ,5, , , ,3,3,3, ,1, , , , , , , , ,2,1368.68004865069
2024,01,018489,124,11,150514,2,5,04,20240184891241104,5,2,3,2, ,1,1,4, , , , , ,4,4,0, ,1, , , , , , , , ,2,1380.78246242578
2024,01,018489,124,11,150514,2,5,05,20230184891241102,0, , , , , , , , , , , , , , , , , ,1, , , , , , , ,2, 
2024,01,018492,042,11,150801,2,2,01,20240184920421101,1,1,1,1,2, ,1,75, ,2, , , ,1,1,1, , , , , , , , , , ,2,780.607630586552
2024,01,018492,042,11,150801,2,2,02,20240184920421102,2,1,2,1,2, ,2,68, ,2, , , ,2,2,2, , , , , , , , , , ,2,818.483005520708
2024,01,018492,042,11,150801,2,2,03,20240184920421103,3,2,1,1,2, ,2,33, ,6, , , ,3,3,3, , , , , , , , , , ,2,1449.98777449478
2024,01,018492,042,11,150801,2,2,04,20240184920421104,5,2,3,1,2, ,1,14, ,6,2,10, ,4,4,4, , , , , , , , , ,11,2,1422.19514184581
2024,01,018492,042,11,150801,2,2,05,20240184920421105,5,2,3,1,2, ,1,5, , ,2,10, ,5,5,0, , , , , , , , , ,11,2,1462.80914354525
2024,01,018492,062,11,150801,2,2,01,20240184920621101,1,1,1,1,2, ,1,50, ,1, , , ,1,1,1, , , , , , , , , , ,2,1230.9690678631
2024,01,018492,062,11,150801,2,2,02,20240184920621102,2,1,2,1,2, ,2,53, ,1, , , ,2,2,2, , , , , , , , , , ,2,1071.59603802278
2024,01,018492,062,11,150801,2,2,03,20240184920621103,3,1,3,1,2, ,2,26, ,6, , , ,3,3,3, , , , , , , , , , ,2,1449.98777449478
2024,01,018492,062,11,150801,2,2,04,20240184920621104,3,1,3,1,2, ,2,13, ,6,2,9, ,4,4,0, , , , , , , , , ,9,2,1505.34591119962
2024,01,018492,121,11,150801,2,2,01,20240184921211101,1,1,1,1,2, ,2,78, ,6, , , ,1,1,1, , , , , , , , , , ,2,818.483005520708
2024,01,018492,121,11,150801,2,2,02,20240184921211102,3,1,3,1,2, ,1,44, ,6, , , ,2,2,2, , , , , , , , , , ,2,1712.30682316105
2024,01,018492,121,11,150801,2,2,03,20240184921211103,3,2,1,1,2, ,1,43, ,1, , , ,3,3,3, , , , , , , , , , ,2,1712.30682316105
2024,01,018492,121,11,150801,2,2,04,20240184921211104,4,2,2,1,2, ,2,30, ,1, , , ,4,4,4, , , , , , , , , , ,2,1449.98777449478
2024,01,018492,121,11,150801,2,2,05,20240184921211105,5,2,3,1,2, ,2,5, , ,2,10, ,5,5,0, , , , , , , , , ,11,2,1505.34591119962
2024,01,018492,121,11,150801,2,2,06,20240184921211106,11,0,1,1,2, ,2,70, ,6, , , ,6,6,6, , , , , , , , , , ,2,818.483005520708
2024,01,018492,158,11,150801,2,2,01,20240184921581101,1,1,1,1,2, ,2,46, ,6, , , ,1,1,1, , , , , , , , , , ,2,1071.59603802278
2024,01,018492,158,11,150801,2,2,02,20240184921581102,3,1,3,1,2, ,1,24, ,6, , , ,2,2,2, , , , , , , , , , ,2,1422.19514184581
2024,01,018492,158,11,150801,2,2,03,20240184921581103,3,1,3,1,2, ,2,20, ,6, , , ,3,3,3, , , , , , , , , , ,2,1374.92777744433
2024,01,018498,012,11,150605,2,3,01,20240184980121101,1,1,1,1,2, ,2,44, ,3, , , ,1,1,1, , , , , , , , , , ,2,1368.68004865069
2024,01,018498,012,11,150605,2,3,02,20240184980121102,3,1,3,1,2, ,2,26, ,6, , , ,2,2,2, , , , , , , , , , ,2,1368.68004865069
2024,01,018498,012,11,150605,2,3,03,20240184980121103,3,1,3,1,2, ,1,24, ,6, , , ,3,3,3, , , , , , , , , , ,2,1342.44588138718
2024,01,018498,034,11,150605,2,3,01,20240184980341101,1,1,1,1,2, ,2,48, ,5, , , ,1,1,1, , , , , , , , , , ,2,1011.50654043682
2024,01,018498,034,11,150605,2,3,02,20240184980341102,3,1,3,1,2, ,2,7, , ,2,8, ,2,2,0, , , , , , , , , ,8,2,1420.9339907674
2024,01,018498,034,11,150605,2,3,03,20240184980341103,6,0,1,1,2, ,1,87, ,3, , , ,3,3,3, , , , , , , , , , ,2,736.835239994048
2024,01,018498,056,11,150605,2,3,01,20240184980561101,1,1,1,1,2, ,2,33, ,2, , , ,1,1,1, , , , , , , , , , ,2,1368.68004865069
2024,01,018498,056,11,150605,2,3,02,20240184980561102,2,1,2,1,2, ,1,36, ,2, , , ,2,2,2, , , , , , , , , , ,2,1616.28961792146
2024,01,018498,056,11,150605,2,3,03,20240184980561103,3,1,3,1,2, ,1,8, , ,2,8, ,3,3,0, , , , , , , , , ,8,2,1380.78246242578
2024,01,018498,056,11,150605,2,3,04,20240184980561104,3,1,3,1,2, ,2,2, , , , , ,0,4,0, , , , , , , , , , ,2,1420.9339907674
2024,01,018498,077,11,150605,2,3,01,20240184980771101,1,1,1,1,2, ,1,62, ,2, , , ,1,1,1, , , , , , , , , , ,2,1161.94276484668
2024,01,018498,077,11,150605,2,3,02,20240184980771102,2,1,2,1,2, ,2,67, ,2, , , ,2,2,2, , , , , , , , , , ,2,772.586762123677
2024,01,018498,077,11,150605,2,3,03,20240184980771103,3,1,3,1,2, ,1,40, ,6, , , ,3,3,3, , , , , , , , , , ,2,1616.28961792146
2024,01,018498,077,11,150605,2,3,04,20240184980771104,3,1,3,1,2, ,2,24, ,6, , , ,4,4,4, , , , , , , , , , ,2,1297.82902340634
2024,01,018498,077,11,150605,2,3,05,20240184980771105,3,2,1,1,2, ,2,33, ,5, , , ,5,5,5, , , , , , , , , , ,2,1368.68004865069
2024,01,018498,077,11,150605,2,3,06,20240184980771106,5,2,3,1,2, ,1,7, , ,2,9, ,6,6,0, , , , , , , , , ,9,2,1380.78246242578
2024,01,018498,077,11,150605,2,3,07,20240184980771107,5,2,3,1,2, ,2,4, , , , , ,7,7,0, , , , , , , , , , ,2,1420.9339907674
2024,01,018498,097,11,150605,2,3,01,20240184980971101,1,1,1,1,2, ,2,27, ,1, , , ,1,1,1, , , , , , , , , , ,2,1368.68004865069
2024,01,018498,097,11,150605,2,3,02,20240184980971102,2,1,2,1,2, ,1,25, ,1, , , ,2,2,2, , , , , , , , , , ,2,1616.28961792146
2024,01,018498,097,11,150605,2,3,03,20240184980971103,3,1,3,1,2, ,2,1, , , , , ,0,3,0, , , , , , , , , , ,2,1420.9339907674
2024,01,018498,097,11,150605,2,3,04,20240184980971104,11,0,1,1,2, ,1,21, ,6, , , ,4,4,4, , , , , , , , , , ,2,1342.44588138718
2024,01,018498,163,11,150605,2,3,01,20240184981631101,1,0,1,1,2, ,2,64, ,3, , , ,1,1,1, , , , , , , , , , ,2,1011.50654043682
2024,01,018498,163,11,150605,2,3,02,20240184981631102,3,1,1,1,2, ,2,30, ,1, , , ,2,2,2, , , , , , , , , , ,2,1368.68004865069
2024,01,018498,163,11,150605,2,3,03,20240184981631103,4,1,2,1,2, ,1,35, ,1, , , ,3,3,3, , , , , , , , , , ,2,1616.28961792146
2024,01,018498,163,11,150605,2,3,04,20240184981631104,5,1,3,1,2, ,2,13, ,6,2,8, ,4,4,0, , , , , , , , , ,8,2,1420.9339907674
2024,01,018498,163,11,150605,2,3,05,20240184981631105,5,1,3,1,2, ,1,1, , , , , ,0,5,0, , , , , , , , , , ,2,1380.78246242578
2024,01,018510,009,11,150511,2,7,01,20240185100091101,1,0,1,1,2, ,1,63, ,5, , , ,1,1,1, , , , , , , , , , ,2,477.759923904721
2024,01,018510,009,11,150511,2,7,02,20240185100091102,3,0,1,1,2, ,1,34, ,5, , , ,2,2,2, , , , , , , , , , ,2,664.575251232825
2024,01,018510,009,11,150511,2,7,03,20240185100091103,3,0,1,1,2, ,1,34, ,6, , , ,3,3,3, , , , , , , , , , ,2,664.575251232825
2024,01,018510,011,11,150511,2,7,01,20240185100111101,1,0,1,1,2, ,1,49, ,5, , , ,1,1,1, , , , , , , , , , ,2,477.759923904721
2024,01,018510,011,11,150511,2,7,02,20240185100111102,3,0,1,1,2, ,2,23, ,5, , , ,2,2,2, , , , , , , , , , ,2,533.632734952969
2024,01,018510,012,11,150511,2,7,01,20240185100121101,1,1,1,1,2, ,1,63, ,1, , , ,1,1,1, , , , , , , , , , ,2,477.759923904721
2024,01,018510,012,11,150511,2,7,02,20240185100121102,2,1,2,1,2, ,2,57, ,1, , , ,2,2,2, , , , , , , , , , ,2,415.904554345229
2024,01,018510,012,11,150511,2,7,03,20240185100121103,3,1,3,1,2, ,2,17, ,6,2,6,28,3,3,3, , , , , , , , , ,6,2,533.632734952969
2024,01,018510,012,11,150511,2,7,04,20240185100121104,3,1,3,1,2, ,1,15, ,6,2,6,12,4,4,4, , , , , , , , , ,6,2,551.977998866729
2024,01,018510,165,11,150511,2,7,01,20240185101651101,1,1,1,1,2, ,1,62, ,2, , , ,1,1,1, , , , , , , , , , ,2,477.759923904721
2024,01,018510,165,11,150511,2,7,02,20240185101651102,2,1,2,1,2, ,2,57, ,2, , , ,2,2,2, , , , , , , , , , ,2,415.904554345229
2024,01,018510,165,11,150511,2,7,03,20240185101651103,3,1,3,1,2, ,1,20, ,6, , , ,3,3,3, , , , , , , , , , ,2,551.977998866729
2024,01,018510,165,11,150511,2,7,04,20240185101651104,3,2,1,1,2, ,2,30, ,5, , , ,4,4,4, , , , , , , , , , ,2,562.764789864279
2024,01,018510,165,11,150511,2,7,05,20240185101651105,5,2,3,1,2, ,2,8, , ,2,9, ,5,5,0, , , , , , , , , ,9,2,584.25021940925
2024,01,018510,165,11,150511,2,7,06,20240185101651106,5,2,3,1,2, ,1,1, , , , , ,0,6,0, , , , , , , , , , ,2,567.740980137311
2024,01,018510,167,11,150511,2,7,01,20240185101671101,1,0,1,1,2, ,1,29, ,5, , , ,1,1,1, , , , , , , , , , ,2,664.575251232825
2024,01,018510,169,11,150511,2,7,01,20240185101691101,1,1,1,1,2, ,2,31, ,1, , , ,1,1,1, , , , , , , , , , ,2,562.764789864279
2024,01,018510,169,11,150511,2,7,02,20240185101691102,2,1,2,1,2, ,1,32, ,1, , , ,2,2,2, , , , , , , , , , ,2,664.575251232825
2024,01,018510,169,11,150511,2,7,03,20240185101691103,3,1,3,1,2, ,1,9, , ,2,5,2,3,3,0, , , , , , , , , ,5,2,567.740980137311
2024,01,018510,169,11,150511,2,7,04,20240185101691104,3,1,3,1,2, ,1,3, , , , , ,4,4,0, , , , , , , , , , ,2,567.740980137311
2024,01,018510,170,11,150511,2,7,01,20240185101701101,1,1,1,1,2, ,1,56, ,1, , , ,1,1,1, , , , , , , , , , ,2,477.759923904721
2024,01,018510,170,11,150511,2,7,02,20240185101701102,2,1,2,1,2, ,2,48, ,1, , , ,2,2,2, , , , , , , , , , ,2,415.904554345229
2024,01,018510,170,11,150511,2,7,03,20240185101701103,3,1,3,1,2, ,2,15, ,6,2,8, ,3,3,3, , , , , , , , , ,8,2,533.632734952969
2024,01,018510,170,11,150511,2,7,04,20240185101701104,3,1,3,1,2, ,2,13, ,6,2,4,3,4,4,0, , , , , , , , , ,4,2,584.25021940925
2024,01,018510,171,11,150511,2,7,01,20240185101711101,1,1,1,1,2, ,2,54, ,5, , , ,1,1,1, , , , , , , , , , ,2,415.904554345229
2024,01,018510,171,11,150511,2,7,02,20240185101711102,3,1,3,1,2, ,1,21, ,6, , , ,2,2,2, , , , , , , , , , ,2,551.977998866729
2024,01,018510,171,11,150511,2,7,03,20240185101711103,3,1,3,1,2, ,1,16, ,6,2,8, ,3,3,3, , , , , , , , , ,8,2,551.977998866729
2024,01,018511,077,11,150605,2,7,01,20240185110771101,1,1,1,1,2, ,1,67, ,1, , , ,1,1,1, , , , , , , , , , ,2,302.967029736894
2024,01,018511,077,11,150605,2,7,02,20240185110771102,2,1,2,1,2, ,2,64, ,1, , , ,2,2,2, , , , , , , , , , ,2,415.904554345229
2024,01,018511,077,11,150605,2,7,03,20240185110771103,3,1,3,1,2, ,2,47, ,6, , , ,3,3,3, , , , , , , , , , ,2,415.904554345229
2024,01,018511,077,11,150605,2,7,04,20240185110771104,5,0,1,1,2, ,1,21, ,6, , , ,4,4,4, , , , , , , , , , ,2,551.977998866729
2024,01,018511,078,11,150605,2,7,01,20240185110781101,1,1,1,1,2, ,2,88, ,3, , , ,1,1,1, , , , , , , , , , ,2,317.667103620811
2024,01,018511,078,11,150605,2,7,02,20240185110781102,3,1,3,1,2, ,2,57, ,6, , , ,2,2,2, , , , , , , , , , ,2,415.904554345229
2024,01,018511,079,11,150605,2,7,01,20240185110791101,1,1,1,1,2, ,1,70, ,2, , , ,1,1,1, , , , , , , , , , ,2,302.967029736894
2024,01,018511,079,11,150605,2,7,02,20240185110791102,2,1,2,1,2, ,2,70, ,2, , , ,2,2,2, , , , , , , , , , ,2,317.667103620811
2024,01,018511,079,11,150605,2,7,03,20240185110791103,5,0,1,2, ,2,1,6, , ,2,10, ,0,0,0, , , , , , , , , ,11,2,567.740980137311
2024,01,018511,079,11,150605,2,7,04,20240185110791104,5,0,1,2, ,2,2,4, , , , , ,0,0,0, , , , , , , , , , ,2,584.25021940925
2024,01,018511,080,11,150605,2,7,01,20240185110801101,1,1,1,1,2, ,2,61, ,3, , , ,1,1,1, , , , , , , , , , ,2,415.904554345229
2024,01,018511,080,11,150605,2,7,02,20240185110801102,3,1,3,1,2, ,1,30, ,6, , , ,2,2,2, , , , , , , , , , ,2,664.575251232825
2024,01,018511,185,11,150605,2,7,01,20240185111851101,1,1,1,1,2, ,2,43, ,1, , , ,1,1,1, , , , , , , , , , ,2,562.764789864279
2024,01,018511,185,11,150605,2,7,02,20240185111851102,2,1,2,1,2, ,1,50, ,1, , , ,2,2,2, , , , , , , , , , ,2,477.759923904721
2024,01,018511,185,11,150605,2,7,03,20240185111851103,3,1,3,1,2, ,1,26, ,6, , , ,3,3,3, , , , , , , , , , ,2,664.575251232825
2024,01,018511,185,11,150605,2,7,04,20240185111851104,3,1,3,1,2, ,2,22, ,6, , , ,4,4,4, , , , , , , , , , ,2,533.632734952969
2024,01,018511,186,11,150605,2,7,01,20240185111861101,1,1,1,1,2, ,2,38, ,5, , , ,1,1,1, , , , , , , , , , ,2,562.764789864279
2024,01,018511,186,11,150605,2,7,02,20240185111861102,3,1,3,1,2, ,2,11, , ,2,10, ,2,2,0, , , , , , , , , ,11,2,584.25021940925
2024,01,018511,186,11,150605,2,7,03,20240185111861103,3,1,3,1,2, ,1,2, , , , , ,0,3,0, , , , , , , , , , ,2,567.740980137311
2024,01,018511,187,11,150605,2,7,01,20240185111871101,1,1,1,1,2, ,2,52, ,1, , , ,1,1,1, , , , , , , , , , ,2,415.904554345229
2024,01,018511,187,11,150605,2,7,02,20240185111871102,2,1,2,1,2, ,1,66, ,1, , , ,2,2,2, , , , , , , , , , ,2,302.967029736894
2024,01,018511,187,11,150605,2,7,03,20240185111871103,3,1,3,1,2, ,2,29, ,6, , , ,3,3,3, , , , , , , , , , ,2,562.764789864279
2024,01,018511,187,11,150605,2,7,04,20240185111871104,3,1,3,1,2, ,1,26, ,6, , , ,4,4,4, , , , , , , , , , ,2,664.575251232825
2024,01,018537,015,11,150729,5,6,01,20240185370151101,1,0,1,1,2, ,2,86, ,3, , , ,1,1,1, , , , , , , , , , ,2,535.285729410731
2024,01,018537,025,11,150729,5,6,01,20240185370251101,1,1,1,1,2, ,2,28, ,1, , , ,1,1,1, , , , , , , , , , ,2,948.288184692732
2024,01,018537,025,11,150729,5,6,02,20240185370251102,2,1,2,1,2, ,1,29, ,1, , , ,2,2,2, , , , , , , , , , ,2,1119.84415147095
2024,01,018537,025,11,150729,5,6,03,20240185370251103,7,0,1,1,2, ,2,2, , , , , ,0,3,0, , , , , , , , , , ,2,984.492260263021
2024,01,018537,035,11,150729,5,6,01,20240185370351101,1,0,1,1,2, ,1,27, ,5, , , ,1,1,1, , , , , , , , , , ,2,1119.84415147095
2024,01,018537,043,11,150729,5,6,01,20240185370431101,1,1,1,1,2, ,1,47, ,5, , , ,1,1,1, , , , , , , , , , ,2,805.050527535328
2024,01,018537,043,11,150729,5,6,02,20240185370431102,3,1,3,1,2, ,1,25, ,6, , , ,2,2,2, , , , , , , , , , ,2,1119.84415147095
2024,01,018537,050,11,150729,5,6,01,20240185370501101,1,0,1,1,2, ,2,58, ,5, , , ,1,1,1, , , , , , , , , , ,2,700.820985869768
2024,01,018537,060,11,150729,5,6,01,20240185370601101,1,1,1,1,2, ,1,53, ,3, , , ,1,1,1, , , , , , , , , , ,2,805.050527535328
2024,01,018537,060,11,150729,5,6,02,20240185370601102,3,1,3,1,2, ,2,18, ,6, , , ,2,2,2, , , , , , , , , , ,2,899.19914435871
2024,01,018537,068,11,150729,5,6,01,20240185370681101,1,1,1,1,2, ,1,66, ,2, , , ,1,1,1, , , , , , , , , , ,2,510.515333982134
2024,01,018537,068,11,150729,5,6,02,20240185370681102,2,1,2,1,2, ,2,62, ,2, , , ,2,2,2, , , , , , , , , , ,2,700.820985869768
2024,01,018537,068,11,150729,5,6,03,20240185370681103,5,0,1,1,2, ,1,14, ,6,1, ,10,3,3,3, , , , , , , , , , ,2,930.11187615681
2024,01,018537,068,11,150729,5,6,04,20240185370681104,5,0,1,1,2, ,1,13, ,6,1, ,12,4,4,0, , , , , , , , , , ,2,956.673326275306
2024,01,018537,068,11,150729,5,6,05,20240185370681105,5,0,1,1,2, ,2,7, , ,1, ,35,5,5,0, , , , , , , , , , ,2,984.492260263021
2024,01,018537,076,11,150729,5,6,01,20240185370761101,1,1,1,1,2, ,2,30, ,5, , , ,1,1,1, , , , , , , , , , ,2,948.288184692732
2024,01,018537,076,11,150729,5,6,02,20240185370761102,3,1,3,1,2, ,2,6, , ,1, ,8,2,2,0, , , , , , , , , , ,2,984.492260263021
2024,01,018537,076,11,150729,5,6,03,20240185370761103,3,1,3,1,2, ,1,2, , , , , ,0,3,0, , , , , , , , , , ,2,956.673326275306
2024,01,018537,076,11,150729,5,6,04,20240185370761104,6,0,1,1,2, ,2,67, ,5, , , ,4,4,4, , , , , , , , , , ,2,535.285729410731
2024,01,018552,013,11,151012,5,6,01,20210185520131101,1,0,1,1,2, ,1,73, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,510.515334010987
2024,01,018552,013,11,151012,5,6,02,20210185520131102,0, , , , , , , , , , , , , , , , , ,3, , , , , , , ,2, 
2024,01,018552,023,11,151012,5,6,01,20210185520231101,1,1,1,1,2, ,1,46, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,805.050527580828
2024,01,018552,023,11,151012,5,6,02,20210185520231102,2,1,2,1,2, ,2,51, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,700.820985909376
