AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,CODPERSO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,P215,P216,P217,OCUPAC_R3,OCUPAC_R4,RAMA_R3,RAMA_R4,CODTAREA,CODTIEMPO,T211,TICUEST01,FACPOB
2024,01,015009,022,11,010101,4,4,01,20240150090221101,1,1,1,1,2, ,1,52, ,2, , , ,1,1,1, , , , , , , , , , ,2,339.76591648557
2024,01,015009,022,11,010101,4,4,02,20240150090221102,2,1,2,1,2, ,2,47, ,2, , , ,2,2,2, , , , , , , , , , ,2,295.776571049962
2024,01,015009,022,11,010101,4,4,03,20240150090221103,3,1,3,1,2, ,1,18, ,6, , , ,3,3,3, , , , , , , , , , ,2,392.547179621175
2024,01,015009,022,11,010101,4,4,04,20240150090221104,3,1,3,1,2, ,2,11, , ,2,10, ,4,4,0, , , , , , , , , ,11,2,415.498038496145
2024,01,015009,047,11,010101,4,4,01,20240150090471101,1,1,1,1,2, ,2,39, ,5, , , ,1,1,1, , , , , , , , , , ,2,400.218362878378
2024,01,015009,047,11,010101,4,4,02,20240150090471102,3,1,3,1,2, ,2,19, ,6, , , ,2,2,2, , , , , , , , , , ,2,379.500678449864
2024,01,015009,047,11,010101,4,4,03,20240150090471103,3,1,3,1,2, ,2,8, , ,2,9, ,3,3,0, , , , , , , , , ,9,2,415.498038496145
2024,01,015009,071,11,010101,4,4,01,20240150090711101,1,1,1,1,2, ,1,53, ,1, , , ,1,1,1, , , , , , , , , , ,2,339.76591648557
2024,01,015009,071,11,010101,4,4,02,20240150090711102,2,1,2,1,2, ,2,45, ,1, , , ,2,2,2, , , , , , , , , , ,2,295.776571049962
2024,01,015009,084,11,010101,4,4,01,20240150090841101,1,1,1,1,2, ,1,30, ,1, , , ,1,1,1, , , , , , , , , , ,2,472.622352798641
2024,01,015009,084,11,010101,4,4,02,20240150090841102,2,1,2,1,2, ,2,27, ,1, , , ,2,2,2, , , , , , , , , , ,2,400.218362878378
2024,01,015009,084,11,010101,4,4,03,20240150090841103,3,1,3,1,2, ,2,9, , ,1, ,7,3,3,0, , , , , , , , , , ,2,415.498038496145
2024,01,015009,084,11,010101,4,4,04,20240150090841104,3,1,3,1,2, ,1,3, , , , , ,4,4,0, , , , , , , , , , ,2,403.757252944554
2024,01,015009,084,11,010101,4,4,05,20240150090841105,3,1,3,1,2, ,1,0,2, , , , ,0,5,0, , , , , , , , , , ,2,403.757252944554
2024,01,015009,106,11,010101,4,4,01,20240150091061101,1,1,1,1,2, ,1,41, ,1, , , ,1,1,1, , , , , , , , , , ,2,472.622352798641
2024,01,015009,106,11,010101,4,4,02,20240150091061102,2,1,2,1,2, ,2,31, ,1, , , ,2,2,2, , , , , , , , , , ,2,400.218362878378
2024,01,015009,106,11,010101,4,4,03,20240150091061103,3,1,3,1,2, ,1,4, , , , , ,3,3,0, , , , , , , , , , ,2,403.757252944554
2024,01,015009,106,11,010101,4,4,04,20240150091061104,3,1,3,1,2, ,1,4, , , , , ,4,4,0, , , , , , , , , , ,2,403.757252944554
2024,01,015009,118,11,010101,4,4,01,20240150091181101,1,1,1,1,2, ,1,39, ,2, , , ,1,1,1, , , , , , , , , , ,2,472.622352798641
2024,01,015009,118,11,010101,4,4,02,20240150091181102,2,1,2,1,2, ,2,42, ,2, , , ,2,2,2, , , , , , , , , , ,2,400.218362878378
2024,01,015009,118,11,010101,4,4,03,20240150091181103,3,1,3,1,2, ,2,2, , , , , ,0,3,0, , , , , , , , , , ,2,415.498038496145
2024,01,015009,118,11,010101,4,4,04,20240150091181104,3,0,1,2, ,2,2,14, ,6,2,10, ,0,0,0, , , , , , , , , ,11,2,379.500678449864
2024,01,015024,026,11,010101,4,4,01,20240150240261101,1,1,1,1,2, ,1,67, ,2, , , ,1,1,1, , , , , , , , , , ,2,250.799311271829
2024,01,015024,026,11,010101,4,4,02,20240150240261102,2,1,2,1,2, ,2,55, ,2, , , ,2,2,2, , , , , , , , , , ,2,344.290188523766
2024,01,015024,026,11,010101,4,4,03,20240150240261103,6,0,1,2, ,1,1,94, ,3, , , ,3,3,3, , , , , , , , , , ,2,250.799311271829
2024,01,015024,039,11,010101,4,4,01,20240150240391101,1,0,1,1,2, ,2,55, ,5, , , ,1,1,1, , , , , , , , , , ,2,344.290188523766
2024,01,015024,039,11,010101,4,4,02,20240150240391102,6,0,1,1,2, ,2,90, ,3, , , ,2,2,2, , , , , , , , , , ,2,262.968187894917
2024,01,015024,069,11,010101,4,4,01,20240150240691101,1,1,1,1,2, ,2,26, ,6, , , ,1,1,1, , , , , , , , , , ,2,465.862644620334
2024,01,015024,069,11,010101,4,4,02,20240150240691102,3,1,3,1,2, ,1,1, , , , , ,0,2,0, , , , , , , , , , ,2,469.981987554507
2024,01,015024,069,11,010101,4,4,03,20240150240691103,11,0,1,1,2, ,2,17, ,6,2,10, ,3,3,3, , , , , , , , , ,10,2,441.746821476032
2024,01,015024,083,11,010101,4,4,01,20240150240831101,1,1,1,1,2, ,1,59, ,1, , , ,1,1,1, , , , , , , , , , ,2,395.494717602251
2024,01,015024,083,11,010101,4,4,02,20240150240831102,2,1,2,1,2, ,2,48, ,1, , , ,2,2,2, , , , , , , , , , ,2,344.290188523766
2024,01,015024,123,11,010101,4,4,01,20240150241231101,1,1,1,1,2, ,2,29, ,1, , , ,1,1,1, , , , , , , , , , ,2,465.862644620334
2024,01,015024,123,11,010101,4,4,02,20240150241231102,2,1,2,1,2, ,1,32, ,1, , , ,2,2,2, , , , , , , , , , ,2,550.142421247095
2024,01,015024,123,11,010101,4,4,03,20240150241231103,3,1,3,1,2, ,2,0,4, , , , ,0,3,0, , , , , , , , , , ,2,483.648510418794
2024,01,015024,123,11,010101,4,4,04,20240150241231104,11,0,1,1,2, ,2,24, ,6, , , ,4,4,4, , , , , , , , , , ,2,441.746821476032
2024,01,015040,021,11,010307,7,5,01,20240150400211101,1,0,1,1,2, ,1,28, ,6, , , ,1,1,1, , , , , , , , , , ,2,923.959274656459
2024,01,015040,046,22,010307,7,5,01,20240150400462201,1,0,1,1,2, ,2,75, ,3, , , ,1,1,1, , , , , , , , , , ,2,441.652718934721
2024,01,015040,089,11,010307,7,5,01,20240150400891101,1,0,1,1,2, ,2,70, ,5, , , ,1,1,1, , , , , , , , , , ,2,441.652718934721
2024,01,015040,110,11,010307,7,5,01,20240150401101101,1,1,1,1,2, ,1,37, ,1, , , ,1,1,1, , , , , , , , , , ,2,923.959274656459
2024,01,015040,110,11,010307,7,5,02,20240150401101102,2,1,2,1,2, ,2,33, ,1, , , ,2,2,2, , , , , , , , , , ,2,782.412143817597
2024,01,015040,110,11,010307,7,5,03,20240150401101103,3,1,3,1,2, ,1,16, ,6,1, ,6,3,3,3, , , , , , , , , , ,2,767.41526337783
2024,01,015040,110,11,010307,7,5,04,20240150401101104,3,1,3,1,2, ,1,10, , ,2,10, ,4,4,0, , , , , , , , , ,11,2,789.330543421998
2024,01,015040,110,11,010307,7,5,05,20240150401101105,3,1,3,1,2, ,2,0,10, , , , ,0,5,0, , , , , , , , , , ,2,812.283346305545
2024,01,015040,110,11,010307,7,5,06,20240150401101106,10,0,1,1,2, ,1,58, ,5, , , ,6,6,6, , , , , , , , , , ,2,664.229839934683
2024,01,015040,132,11,010307,7,5,01,20240150401321101,1,1,1,1,2, ,2,34, ,5, , , ,1,1,1, , , , , , , , , , ,2,782.412143817597
2024,01,015040,132,11,010307,7,5,02,20240150401321102,3,1,3,1,2, ,1,10, , ,2,10, ,2,2,0, , , , , , , , , ,11,2,789.330543421998
2024,01,015040,132,11,010307,7,5,03,20240150401321103,3,1,3,1,2, ,2,5, , ,2,10, ,3,3,0, , , , , , , , , ,11,2,812.283346305545
2024,01,015040,153,11,010307,7,5,01,20240150401531101,1,1,1,1,2, ,2,43, ,5, , , ,1,1,1, , , , , , , , , , ,2,782.412143817597
2024,01,015040,153,11,010307,7,5,02,20240150401531102,3,1,3,1,2, ,2,6, , ,2,9, ,2,2,0, , , , , , , , , ,9,2,812.283346305545
2024,01,015040,153,11,010307,7,5,03,20240150401531103,3,0,1,2, ,2,1,27, ,6, , , ,0,0,0, , , , , , , , , , ,2,923.959274656459
2024,01,015052,012,11,010701,7,4,01,20240150520121101,1,1,1,1,2, ,1,37, ,2, , , ,1,1,1, , , , , , , , , , ,2,900.860292790047
2024,01,015052,012,11,010701,7,4,02,20240150520121102,2,1,2,1,2, ,2,37, ,2, , , ,2,2,2, , , , , , , , , , ,2,762.851840222157
2024,01,015052,012,11,010701,7,4,03,20240150520121103,3,1,3,1,2, ,1,14, ,6,2,10, ,3,3,3, , , , , , , , , ,11,2,748.229881793385
2024,01,015052,012,11,010701,7,4,04,20240150520121104,3,1,3,1,2, ,1,8, , ,2,10, ,4,4,0, , , , , , , , , ,11,2,769.597279836447
2024,01,015052,023,11,010701,7,4,01,20240150520231101,1,1,1,1,2, ,1,66, ,2, , , ,1,1,1, , , , , , , , , , ,2,410.684819526767
2024,01,015052,023,11,010701,7,4,02,20240150520231102,2,1,2,1,2, ,2,50, ,2, , , ,2,2,2, , , , , , , , , , ,2,563.77648416055
2024,01,015052,023,11,010701,7,4,03,20240150520231103,3,1,3,1,2, ,1,9, , ,2,10, ,3,3,0, , , , , , , , , ,11,2,769.597279836447
2024,01,015052,044,11,010701,7,4,01,20240150520441101,1,1,1,1,2, ,2,43, ,5, , , ,1,1,1, , , , , , , , , , ,2,762.851840222157
2024,01,015052,044,11,010701,7,4,02,20240150520441102,3,1,3,1,2, ,1,21, ,6, , , ,2,2,2, , , , , , , , , , ,2,748.229881793385
2024,01,015052,053,11,010701,7,4,01,20240150520531101,1,1,1,1,2, ,2,24, ,1, , , ,1,1,1, , , , , , , , , , ,2,723.362088733076
2024,01,015052,053,11,010701,7,4,02,20240150520531102,2,1,2,1,2, ,1,43, ,1, , , ,2,2,2, , , , , , , , , , ,2,900.860292790047
2024,01,015052,053,11,010701,7,4,03,20240150520531103,3,1,3,1,2, ,1,6, , ,2,10, ,3,3,0, , , , , , , , , ,11,2,769.597279836447
2024,01,015052,053,11,010701,7,4,04,20240150520531104,3,1,3,1,2, ,2,4, , , , , ,4,4,0, , , , , , , , , , ,2,791.976262647906
2024,01,015052,064,11,010701,7,4,01,20240150520641101,1,1,1,1,2, ,2,35, ,5, , , ,1,1,1, , , , , , , , , , ,2,762.851840222157
2024,01,015052,064,11,010701,7,4,02,20240150520641102,3,1,3,1,2, ,2,18, ,6, , , ,2,2,2, , , , , , , , , , ,2,723.362088733076
2024,01,015052,064,11,010701,7,4,03,20240150520641103,3,1,3,1,2, ,1,12, ,6,2,10, ,3,3,0, , , , , , , , , ,11,2,769.597279836447
2024,01,015052,064,11,010701,7,4,04,20240150520641104,3,1,3,1,2, ,1,11, , ,2,10, ,4,4,0, , , , , , , , , ,11,2,769.597279836447
2024,01,015052,064,11,010701,7,4,05,20240150520641105,3,1,3,1,2, ,1,11, , ,2,10, ,5,5,0, , , , , , , , , ,11,2,769.597279836447
2024,01,015052,074,11,010701,7,4,01,20240150520741101,1,1,1,1,2, ,1,40, ,1, , , ,1,1,1, , , , , , , , , , ,2,900.860292790047
2024,01,015052,074,11,010701,7,4,02,20240150520741102,2,1,2,1,2, ,2,32, ,1, , , ,2,2,2, , , , , , , , , , ,2,762.851840222157
2024,01,015052,074,11,010701,7,4,03,20240150520741103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3, , , , , , , , , , ,2,723.362088733076
2024,01,015052,074,11,010701,7,4,04,20240150520741104,3,1,3,1,2, ,1,13, ,6,1, ,8,4,4,0, , , , , , , , , , ,2,769.597279836447
2024,01,015052,074,11,010701,7,4,05,20240150520741105,3,1,3,1,2, ,2,11, , ,2,10, ,5,5,0, , , , , , , , , ,11,2,791.976262647906
2024,01,015058,020,11,010706,7,5,01,20210150580201101,1,1,1,1,2, ,1,66, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,410.684819526767
2024,01,015058,020,11,010706,7,5,02,20210150580201102,2,1,2,1,2, ,2,55, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,563.77648416055
2024,01,015058,020,11,010706,7,5,03,20210150580201107,6,0,1,1,2, ,2,88, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,430.611400961353
2024,01,015058,020,11,010706,7,5,04,20210150580201103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015058,020,11,010706,7,5,05,20210150580201104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015058,020,11,010706,7,5,06,20210150580201105,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015058,020,11,010706,7,5,07,20210150580201106,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015058,052,11,010706,7,5,01,20210150580521101,1,1,1,1,2, ,1,38, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,900.860292790047
2024,01,015058,052,11,010706,7,5,02,20210150580521102,2,1,2,1,2, ,2,33, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,762.851840222157
2024,01,015058,052,11,010706,7,5,03,20210150580521103,3,1,3,1,2, ,1,13, ,6,2,10, ,3,3,0,3,0, , , , , , , ,11,2,769.597279836447
2024,01,015058,052,11,010706,7,5,04,20210150580521104,3,1,3,1,2, ,1,9, , ,2,10, ,4,4,0,4,0, , , , , , , ,11,2,769.597279836447
2024,01,015058,052,11,010706,7,5,05,20210150580521105,3,1,3,1,2, ,2,5, , ,2,10, ,5,5,0,5,0, , , , , , , ,11,2,791.976262647906
2024,01,015058,068,11,010706,7,5,01,20210150580681101,1,1,1,1,2, ,1,30, ,6, , , ,1,1,1,1,0, , , , , , , , ,2,900.860292790047
2024,01,015058,068,11,010706,7,5,02,20210150580681102,6,1,6,1,2, ,2,61, ,5, , , ,2,2,2,2,0, , , , , , , , ,2,563.77648416055
2024,01,015058,068,11,010706,7,5,03,20210150580681103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015058,068,11,010706,7,5,04,20210150580681104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,008,11,010201,7,4,01,20240150650081101,1,0,1,1,2, ,2,26, ,6, , , ,1,1,1, ,1, , , , , , , , ,2,782.412143817597
2024,01,015065,025,11,010201,7,4,01,20220150650251101,1,0,1,1,2, ,2,44, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,782.412143817597
2024,01,015065,025,11,010201,7,4,02,20220150650251102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,059,11,010201,7,4,01,20220150650591101,1,1,1,1,2, ,1,40, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,923.959274656459
2024,01,015065,059,11,010201,7,4,02,20220150650591102,2,1,2,1,2, ,2,36, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,782.412143817597
2024,01,015065,059,11,010201,7,4,03,20220150650591103,3,1,3,1,2, ,1,14, ,6,2,10, ,3,3,3,3,0, , , , , , , ,11,2,767.41526337783
2024,01,015065,059,11,010201,7,4,04,20220150650591104,3,1,3,1,2, ,1,8, , ,2,10, ,4,4,0,4,0, , , , , , , ,11,2,789.330543421998
2024,01,015065,076,13,010201,7,4,01,20220150650761301,1,1,1,1,2, ,1,38, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,923.959274656459
2024,01,015065,076,13,010201,7,4,02,20220150650761302,2,1,2,1,2, ,2,35, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,782.412143817597
2024,01,015065,076,13,010201,7,4,03,20220150650761303,3,1,3,1,2, ,2,19, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,741.909834598027
2024,01,015065,076,13,010201,7,4,04,20220150650761307,3,1,3,1,2, ,2,16, ,6,2,10, ,4,4,4,4,0, , , , , , , ,10,2,741.909834598027
2024,01,015065,076,13,010201,7,4,05,20220150650761308,3,1,3,1,2, ,2,14, ,6,2,10, ,5,5,5,5,0, , , , , , , ,11,2,741.909834598027
2024,01,015065,076,13,010201,7,4,06,20220150650761305,3,1,3,1,2, ,2,11, , ,2,10, ,6,6,0,6,0, , , , , , , ,11,2,812.283346305545
2024,01,015065,076,13,010201,7,4,07,20220150650761306,3,1,3,1,2, ,2,7, , ,2,10, ,7,7,0,7,0, , , , , , , ,11,2,812.283346305545
2024,01,015065,076,13,010201,7,4,08,20220150650761304,3,1,3,1,2, ,1,4, , , , , ,8,8,0,8,0, , , , , , , , ,2,789.330543421998
2024,01,015065,076,23,010201,7,4,01,20220150650762301,1,1,1,1,2, ,2,36, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,782.412143817597
2024,01,015065,076,23,010201,7,4,02,20220150650762303,3,1,3,1,2, ,1,11, , ,2,10, ,2,2,0,3,0, , , , , , , ,11,2,789.330543421998
2024,01,015065,076,23,010201,7,4,03,20220150650762302,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,076,33,010201,7,4,01,20220150650763301,1,1,1,1,2, ,1,30, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,923.959274656459
2024,01,015065,076,33,010201,7,4,02,20220150650763302,2,1,2,1,2, ,2,32, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,782.412143817597
2024,01,015065,076,33,010201,7,4,03,20220150650763303,3,1,3,1,2, ,1,10, , ,2,10, ,3,3,0,3,0, , , , , , , ,11,2,789.330543421998
2024,01,015065,076,33,010201,7,4,04,20220150650763304,3,1,3,1,2, ,1,2, , , , , ,0,4,0,4,0, , , , , , , , ,2,789.330543421998
2024,01,015065,094,12,010201,7,4,01,20230150650941201,1,1,1,1,2, ,1,22, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,767.41526337783
2024,01,015065,094,12,010201,7,4,02,20220150650941101,2,1,2,1,2, ,2,31, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,782.412143817597
2024,01,015065,094,12,010201,7,4,03,20220150650941103,3,1,3,1,2, ,2,9, , ,2,10, ,3,3,0,3,0, , , , , , , ,11,2,812.283346305545
2024,01,015065,094,12,010201,7,4,04,20240150650941204,3,1,3,1,2, ,1,0,1, , , , ,0,4,0, ,1, , , , , , , , ,2,789.330543421998
2024,01,015065,094,12,010201,7,4,05,20230150650941204,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,094,12,010201,7,4,06,20220150650941102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,094,22,010201,7,4,01,20230150650942201,1,0,1,1,2, ,1,81, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,421.215199514633
2024,01,015065,111,11,010201,7,4,01,20220150651111101,1,0,1,1,2, ,2,62, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,578.232291446718
2024,01,015065,111,11,010201,7,4,02,20220150651111102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,111,11,010201,7,4,03,20220150651111103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,111,11,010201,7,4,04,20220150651111104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015065,111,11,010201,7,4,05,20220150651111105,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2024,01,015080,037,11,010101,4,8,01,20240150800371101,1,1,1,1,2, ,1,43, ,2, , , ,1,1,1, , , , , , , , , , ,2,463.724729040658
2024,01,015080,037,11,010101,4,8,02,20240150800371102,2,1,2,1,2, ,2,40, ,2, , , ,2,2,2, , , , , , , , , , ,2,392.683822049234
2024,01,015080,037,11,010101,4,8,03,20240150800371103,3,1,3,1,2, ,1,16, ,6,1, ,16,3,3,3, , , , , , , , , , ,2,385.157057061705
2024,01,015080,037,11,010101,4,8,04,20240150800371104,3,1,3,1,2, ,1,14, ,6,1, ,24,4,4,4, , , , , , , , , , ,2,385.157057061705
2024,01,015080,037,11,010101,4,8,05,20240150800371105,3,1,3,1,2, ,1,8, , ,2,10, ,5,5,0, , , , , , , , , ,11,2,396.156088706374
2024,01,015080,038,11,010101,4,8,01,20240150800381101,1,1,1,1,2, ,1,46, ,2, , , ,1,1,1, , , , , , , , , , ,2,333.369457933042
2024,01,015080,038,11,010101,4,8,02,20240150800381102,2,1,2,1,2, ,2,45, ,2, , , ,2,2,2, , , , , , , , , , ,2,290.208259204267
2024,01,015080,038,11,010101,4,8,03,20240150800381103,3,1,3,1,2, ,2,19, ,6, , , ,3,3,3, , , , , , , , , , ,2,372.356170297104
2024,01,015080,038,11,010101,4,8,04,20240150800381104,5,0,1,1,2, ,2,7, , ,1, ,7,4,4,0, , , , , , , , , , ,2,407.675841351158
2024,01,015080,039,11,010101,4,8,01,20240150800391101,1,0,1,1,2, ,1,56, ,6, , , ,1,1,1, , , , , , , , , , ,2,333.369457933042
2024,01,015080,039,11,010101,4,8,02,20240150800391102,11,0,1,1,2, ,1,42, ,6, , , ,2,2,2, , , , , , , , , , ,2,463.724729040658
2024,01,015080,040,11,010101,4,8,01,20240150800401101,1,1,1,1,2, ,1,39, ,2, , , ,1,1,1, , , , , , , , , , ,2,463.724729040658
2024,01,015080,040,11,010101,4,8,02,20240150800401102,2,1,2,1,2, ,2,35, ,2, , , ,2,2,2, , , , , , , , , , ,2,392.683822049234
2024,01,015080,040,11,010101,4,8,03,20240150800401103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3, , , , , , , , , , ,2,372.356170297104
2024,01,015080,040,11,010101,4,8,04,20240150800401104,7,0,1,1,2, ,1,56, ,6, , , ,4,4,4, , , , , , , , , , ,2,333.369457933042
2024,01,015080,040,11,010101,4,8,05,20240150800401105,7,0,1,1,2, ,1,21, ,6, , , ,5,5,5, , , , , , , , , , ,2,385.157057061705
2024,01,015080,086,11,010101,4,8,01,20240150800861101,1,0,1,1,2, ,2,81, ,3, , , ,1,1,1, , , , , , , , , , ,2,221.660513656539
2024,01,015080,093,11,010101,4,8,01,20240150800931101,1,1,1,1,2, ,2,52, ,6, , , ,1,1,1, , , , , , , , , , ,2,290.208259204267
2024,01,015080,093,11,010101,4,8,02,20240150800931102,6,1,6,1,2, ,2,88, ,3, , , ,2,2,2, , , , , , , , , , ,2,221.660513656539
2024,01,015080,096,11,010101,4,8,01,20240150800961101,1,1,1,1,2, ,1,64, ,2, , , ,1,1,1, , , , , , , , , , ,2,333.369457933042
2024,01,015080,096,11,010101,4,8,02,20240150800961102,2,1,2,1,2, ,2,56, ,2, , , ,2,2,2, , , , , , , , , , ,2,290.208259204267
2024,01,015080,097,11,010101,4,8,01,20240150800971101,1,1,1,1,2, ,1,48, ,2, , , ,1,1,1, , , , , , , , , , ,2,333.369457933042
2024,01,015080,097,11,010101,4,8,02,20240150800971102,2,1,2,1,2, ,2,43, ,2, , , ,2,2,2, , , , , , , , , , ,2,392.683822049234
2024,01,015080,097,11,010101,4,8,03,20240150800971103,3,1,3,1,2, ,1,25, ,6, , , ,3,3,3, , , , , , , , , , ,2,463.724729040658
2024,01,015080,097,11,010101,4,8,04,20240150800971104,3,1,3,1,2, ,1,17, ,6,2,10, ,4,4,4, , , , , , , , , ,10,2,385.157057061705
2024,01,015082,051,11,010521,4,8,01,20240150820511101,1,0,1,1,2, ,1,37, ,5, , , ,1,1,1, , , , , , , , , , ,2,463.724729040658
2024,01,015082,051,11,010521,4,8,02,20240150820511102,3,0,1,2, ,2,1,9, , ,2,10, ,0,0,0, , , , , , , , , ,11,2,396.156088706374
2024,01,015082,052,11,010521,4,8,01,20240150820521101,1,1,1,1,2, ,2,61, ,3, , , ,1,1,1, , , , , , , , , , ,2,290.208259204267
2024,01,015082,052,11,010521,4,8,02,20240150820521102,3,1,3,1,2, ,1,24, ,6, , , ,2,2,2, , , , , , , , , , ,2,385.157057061705
2024,01,015082,053,11,010521,4,8,01,20240150820531101,1,1,1,1,2, ,1,54, ,2, , , ,1,1,1, , , , , , , , , , ,2,333.369457933042
2024,01,015082,053,11,010521,4,8,02,20240150820531102,2,1,2,1,2, ,2,48, ,2, , , ,2,2,2, , , , , , , , , , ,2,290.208259204267
2024,01,015082,053,11,010521,4,8,03,20240150820531103,3,1,3,1,2, ,2,19, ,6, , , ,3,3,3, , , , , , , , , , ,2,372.356170297104
2024,01,015082,053,11,010521,4,8,04,20240150820531104,3,1,3,1,2, ,1,15, ,6,1, ,48,4,4,4, , , , , , , , , , ,2,385.157057061705
2024,01,015082,053,11,010521,4,8,05,20240150820531105,3,1,3,1,2, ,2,12, ,6,1, ,30,5,5,0, , , , , , , , , , ,2,407.675841351158
2024,01,015082,053,11,010521,4,8,06,20240150820531106,3,1,3,1,2, ,1,11, , ,1, ,48,6,6,0, , , , , , , , , , ,2,396.156088706374
2024,01,015082,053,11,010521,4,8,07,20240150820531107,3,1,3,1,2, ,2,6, , ,1, ,7,7,7,0, , , , , , , , , , ,2,407.675841351158
2024,01,015082,053,11,010521,4,8,08,20240150820531108,3,2,1,1,2, ,2,18, ,6, , , ,8,8,8, , , , , , , , , , ,2,372.356170297104
2024,01,015082,053,11,010521,4,8,09,20240150820531109,5,2,3,1,2, ,1,1, , , , , ,0,9,0, , , , , , , , , , ,2,396.156088706374
2024,01,015082,054,11,010521,4,8,01,20240150820541101,1,0,1,1,2, ,2,61, ,5, , , ,1,1,1, , , , , , , , , , ,2,290.208259204267
2024,01,015082,055,11,010521,4,8,01,20240150820551101,1,1,1,1,2, ,1,32, ,1, , , ,1,1,1, , , , , , , , , , ,2,463.724729040658
2024,01,015082,055,11,010521,4,8,02,20240150820551102,2,1,2,1,2, ,2,32, ,1, , , ,2,2,2, , , , , , , , , , ,2,392.683822049234
2024,01,015082,055,11,010521,4,8,03,20240150820551103,3,1,3,1,2, ,1,14, ,6,1, ,48,3,3,3, , , , , , , , , , ,2,385.157057061705
2024,01,015082,055,11,010521,4,8,04,20240150820551104,3,1,3,1,2, ,1,10, , ,1, ,28,4,4,0, , , , , , , , , , ,2,396.156088706374
2024,01,015082,055,11,010521,4,8,05,20240150820551105,3,1,3,1,2, ,1,9, , ,2,10, ,5,5,0, , , , , , , , , ,11,2,396.156088706374
2024,01,015082,055,11,010521,4,8,06,20240150820551106,3,1,3,1,2, ,2,4, , , , , ,6,6,0, , , , , , , , , , ,2,407.675841351158
2024,01,015082,055,11,010521,4,8,07,20240150820551107,3,1,3,1,2, ,2,1, , , , , ,0,7,0, , , , , , , , , , ,2,407.675841351158
2024,01,015082,056,11,010521,4,8,01,20240150820561101,1,1,1,1,2, ,1,25, ,1, , , ,1,1,1, , , , , , , , , , ,2,463.724729040658
2024,01,015082,056,11,010521,4,8,02,20240150820561102,2,1,2,1,2, ,2,20, ,1, , , ,2,2,2, , , , , , , , , , ,2,372.356170297104
2024,01,015082,057,11,010521,4,8,01,20240150820571101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1, , , , , , , , , , ,2,463.724729040658
2024,01,015082,057,11,010521,4,8,02,20240150820571102,2,1,2,1,2, ,2,30, ,1, , , ,2,2,2, , , , , , , , , , ,2,392.683822049234
2024,01,015082,057,11,010521,4,8,03,20240150820571103,3,1,3,1,2, ,1,11, , ,1, ,8,3,3,0, , , , , , , , , , ,2,396.156088706374
2024,01,015082,057,11,010521,4,8,04,20240150820571104,3,1,3,1,2, ,2,1, , , , , ,0,4,0, , , , , , , , , , ,2,407.675841351158
2024,01,015082,058,11,010521,4,8,01,20240150820581101,1,0,1,1,2, ,2,88, ,3, , , ,1,1,1, , , , , , , , , , ,2,221.660513656539
2024,01,015082,058,11,010521,4,8,02,20240150820581102,3,0,1,2, ,2,1,48, ,1, , , ,0,0,0, , , , , , , , , , ,2,333.369457933042
