No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
806;202200045210;7983;7983-050-170322;20448330932;GRIFO SOLUCION E.I.R.L.;AV. BALSASPATA / LOS INCAS S/N PUEBLO LIBRE - CARRETERA AYAVIRI - PUNO;PUNO;MELGAR;AYAVIRI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4500:GASOHOL 90 PLUS;C1:4500:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;9000.0;17/03/2022;INDEFINIDO;NANCY FIORELA AGUILAR COLQUEHUANCA;0
807;202300031749;116872;116872-050-230323;10022624712;AQUILINA HUAYAPA HUAJA;CARRETERA JULIACA - CUSCO KM. 11+900 COMUNIDAD CHINGORA, FRACCION PARCELA A-83;PUNO;LAMPA;CALAPUJA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3990:Diesel B5 S-50;C1:2195:GASOHOL REGULAR;C1:1215:GASOHOL 84 PLUS;C1:3985:Diesel B5 S-50;C1:1498:GASOHOL PREMIUM;C1:1513:GASOHOL REGULAR;nan;nan;nan;nan;14396.0;23/03/2023;INDEFINIDO;AQUILINA HUAYAPA HUAJA;0
808;202300170257;9428;9428-050-090823;10022625549;EULOGIA BRAVO MENDOZA;AV. GARCILAZO N° 295;PUNO;MELGAR;AYAVIRI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50;C1:2000:GASOHOL 84 PLUS;C1:2000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;7000.0;09/08/2023;INDEFINIDO;EULOGIA BRAVO MENDOZA;480
809;202000058784;33168;33168-050-230520;20494022363;SERVICENTRO SAN RAFAEL E.I.R.L.;CARRETERA FERNANDO BELAUNDE TERRY KM. 83;SAN MARTIN;BELLAVISTA;SAN RAFAEL;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50;C1:1800:GASOLINA 90;C1:2100:GASOLINA 84;nan;nan;nan;nan;nan;nan;nan;6900.0;23/05/2020;INDEFINIDO;WILDER CHAVEZ TELLO;0
810;201700036713;96351;96351-050-100316;20491784840;NEGOCIACIONES & INVERSIONES COCO S.A.C.;PARCELA Nº 01 SECTOR EL HUAYO;CAJAMARCA;CAJABAMBA;CONDEBAMBA;ESTACIONES DE SERVICIOS;C1:2000:GASOHOL 95 PLUS;C1:2000:GASOHOL 90 PLUS;C1:6000:DIESEL B5;nan;nan;nan;nan;nan;nan;nan;10000.0;10/03/2017;INDEFINIDO;CLAUDIO JAIME MARIN ARROYO;0
811;201800186185;139567;139567-050-081118;10005009648;CAHUACHIA CATARI RAYMUNDO;PROLONGACION AV. PROGRESO SOBRE CARRETERA JULIACA-HUATASANI BARRIO DE SANTA ROSA - CARRETERA JULIACA - PUTINA KM 68+320;PUNO;HUANCANE;HUATASANI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3145.82:Diesel B5 S-50;C1:2247.01:GASOHOL 84 PLUS;C1:1797.61:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;7190.44;08/11/2018;INDEFINIDO;CAHUACHIA CATARI RAYMUNDO;0
812;202300034380;90137;90137-050-160223;20491047403;CORPORACION CENTURION S.A.C.;AV. CONFRATERNIDAD Nº 1801;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;ESTACIONES DE SERVICIOS;C1:7900:Diesel B5 S-50;C1:3500:GASOHOL PREMIUM C2:2450:GASOHOL REGULAR C3:1900:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;15750.0;16/02/2023;INDEFINIDO;YANETH FLORES ALVAREZ DE RIVERA;360
813;202300219275;168793;168793-050-200923;20605950222;MULTISERVICIOS CAMAX EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;CARRETERA FERNANDO BELAUNDE TERRY MZ P 01 LOTE 01 CENTRO POBLADO BAJO HUAYNABE;SAN MARTIN;TOCACHE;UCHIZA;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:6000:GASOLINA PREMIUM;C1:6000:GASOLINA REGULAR;nan;nan;nan;nan;nan;nan;nan;18000.0;20/09/2023;INDEFINIDO;YRMA RAMOS TELLO;0
814;202000137447;94957;94957-050-141020;20514636843;ESTACION DE SERVICIOS PETRO WORLD S.A.C.;AV. ARGENTINA S/N, LOTE 7 MZ 1B, ZONA B, PP.JJ. GENERALISIMO JOSE DE SAN MARTIN;AREQUIPA;AREQUIPA;MARIANO MELGAR;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6100:Diesel B5 S-50;C1:3000:GASOHOL 90 PLUS;C1:3000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;12100.0;14/10/2020;INDEFINIDO;LUIS ALCIDES GALVEZ GUTIERREZ;0
815;201600118217;104950;104950-050-300816;10430550727;BERNILLA NEIRA MAYRA ALEJANDRINA;PROLONGACION PROGRESO CON CALLE UDIMA - A.A.H.H. SANTA ROSA;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;ESTACIONES DE SERVICIOS;C1:0:DIESEL B5,Diesel B5 S-50;C1:1150:GASOHOL 84 PLUS;C1:1150:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;4300.0;30/08/2016;INDEFINIDO;BERNILLA NEIRA MAYRA ALEJANDRINA;0
816;202300268445;134103;134103-050-091123;20609903458;CORPORACION MAVIMAR E.I.R.L.;COMUNIDAD DE CONGOTA, CARRETERA CHALLHUAHUACHO A MARA;APURIMAC;COTABAMBAS;MARA;ESTACIONES DE SERVICIOS;C1:7000:Diesel B5 S-50;C1:4000:GASOHOL 90 PLUS;C1:4000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;15000.0;09/11/2023;INDEFINIDO;HERMOGENES VIDAL ROMAN VELASQUEZ;0
817;202000022789;44891;44891-050-110220;10180431379;LUCIANO FLORES BRICEÑO;AV. VIRU N° 380;LA LIBERTAD;VIRU;VIRU;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:687:GASOHOL 95 PLUS;C1:1774:Diesel B5 S-50;C1:1439:GASOHOL 90 PLUS;C1:1055:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;4955.0;11/02/2020;INDEFINIDO;LUCIANO FLORES BRICEÑO;0
818;202200211809;142795;142795-050-141122;10278450355;EMMIR AGUIRRE CARRION;CASERIO PUERTO CHINCHIPE S/N;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;ESTACIONES DE SERVICIOS;C1:2200:Diesel B5 S-50;C1:600:GASOHOL 84 PLUS C2:1600:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;4400.0;14/11/2022;INDEFINIDO;EMMIR AGUIRRE CARRION;0
819;202100129293;8724;8724-050-301023;20454133812;TRANSPORTES Y SERVICIOS ISO PETROL E.I.R.L.;AV. JESÚS KM. 8.5;AREQUIPA;AREQUIPA;PAUCARPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6700:Diesel B5 S-50;C1:6700:Diesel B5 S-50;C1:4500:GASOHOL REGULAR;C1:1500:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;19400.0;30/10/2023;INDEFINIDO;JORGE CHAMBILLA TOTORA;0
820;202200034707;17946;17946-050-070522;20503840121;REPSOL COMERCIAL S.A.C.;AV. EL DERBY N° 109 ESQUINA CON AV. EL POLO;LIMA;LIMA;SANTIAGO DE SURCO;ESTACIONES DE SERVICIOS;C1:6000:GASOHOL 98 PLUS;C1:6000:GASOHOL 90 PLUS;C1:6000:Diesel B5 S-50;C1:6000:GASOHOL 95 PLUS;C1:6000:Diesel B5 S-50;nan;nan;nan;nan;nan;30000.0;07/05/2022;INDEFINIDO;CARLOS ANTONIO SIBRIAN SILVA;0
821;202300097668;18695;18695-050-230523;20406522998;GRIFO CRUZ AYABACAS E.I.R.L.;KM. 10.4 CARRETERA JULIACA - HUANCANE, CENTRO POBLADO AYABACAS;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2200:GASOHOL PREMIUM;C1:4300:Diesel B5 S-50;C1:2200:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;8700.0;23/05/2023;INDEFINIDO;CECILIA CONDORI MAMANI;0
822;201900027735;8199;8199-050-250219;20127765279;COESTI S.A.;AV. SOCABAYA N° 794;AREQUIPA;AREQUIPA;SOCABAYA;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:6000:GASOHOL 90 PLUS;C1:3000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;15000.0;25/02/2019;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;720
823;202000058778;94862;94862-050-230520;10011249910;RENE PEREZ TUANAMA;AV. 20 DE MAYO - CP 20 DE MAYO;SAN MARTIN;EL DORADO;SAN JOSE DE SISA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3180:Diesel B5 S-50;C1:3150:GASOLINA 84 C2:3160:GASOLINA 90;nan;nan;nan;nan;nan;nan;nan;nan;9490.0;23/05/2020;INDEFINIDO;RENE PEREZ TUANAMA;0
824;201800197424;9331;9331-050-281218;20602564895;SERVICENTRO LUDMIR E.I.R.L.;AV. HUALLAGA Nº 483;PASCO;PASCO;HUARIACA;ESTACIONES DE SERVICIOS;C1:6000:GASOHOL 84 PLUS;C1:16000:Diesel B5 S-50;C1:10000:GASOHOL 90 PLUS;C1:6000:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;38000.0;05/12/2018;INDEFINIDO;AYDE RAMOS MATEOS;720
825;202300106751;157131;157131-050-060723;20504809090;KINGAS S.A.C.;AV. VICTOR MALASQUEZ CHACALTANA KM. 9.8 QUEBRADA MANCHAY Y RETAMAL;LIMA;LIMA;PACHACAMAC;ESTACIONES DE SERVICIOS;C1:6367:Diesel B5 S-50;C1:3202:GASOHOL REGULAR C2:3202:GASOHOL PREMIUM C3:3202:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;nan;15973.0;06/07/2023;INDEFINIDO;RAUL MAURO ESPINOZA CARHUALLANQUI;240
826;202000058776;131504;131504-050-220520;20605568166;ESTACION DE SERVICIOS FRIAS E.I.R.L.;SECTOR SAN ANDRES MZ. C LOTE 17;PIURA;AYABACA;FRIAS;ESTACIONES DE SERVICIOS;C1:5100:GASOHOL 90 PLUS;C1:5100:GASOHOL 84 PLUS;C1:5100:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;15300.0;22/05/2020;INDEFINIDO;PEÑA CORDOVA LINDER LIZARDO;720
827;202100066442;38199;38199-050-100421;20448456286;GRIFO PEÑA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;AV. ENRIQUE GALLEGOS 828 - BARRIO SANTA ROSA;PUNO;EL COLLAO;ILAVE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3600:GASOHOL 90 PLUS;C1:3600:Diesel B5 S-50;C1:1300:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;nan;nan;8500.0;10/04/2021;INDEFINIDO;MARIA JESUS TINCO YUCRA;0
828;202300106754;136002;136002-050-100523;10443218420;YANET PILAR POMA ALEJANDRO;CENTRO POBLADO PUERTO YURINAKI, MZ. U, LOTE 4-5;JUNIN;CHANCHAMAYO;PERENE;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50 C2:3000:GASOHOL REGULAR C3:2000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;nan;8000.0;10/05/2023;INDEFINIDO;YANET PILAR POMA ALEJANDRO;0
829;201900171624;97674;97674-050-231019;20605198202;GRIFO WILSON EJJSA E.I.R.L.;CALLE AREQUIPA N° 125;AREQUIPA;CAYLLOMA;CAYLLOMA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1166:GASOHOL 90 PLUS;C1:2776:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;3942.0;23/10/2019;INDEFINIDO;JUAN CCALLO HUANCA;0
830;202300214351;91157;91157-050-121023;20603239220;ESTACION DE SERVICIO ROBIN E.I.R.L;AV. LAS ROSAS Nº 620 - AA.HH. LAS ROSAS, MZ. A, LOTE 53, VIA EVITAMIENTO;AYACUCHO;HUAMANGA;JESUS NAZARENO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6037:Diesel B5 S-50;C1:3227:GASOHOL PREMIUM;C1:3227:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;12491.0;12/10/2023;INDEFINIDO;MARCIAL JANAMPA CUADROS;0
831;201700192807;132893;132893-050-201117;20600096606;ESTACION DE SERVICIOS NUEVO HORIZONTE S.R.L.;AV. CENTENARIO Nª 3582 BARRIO VICHAY;ANCASH;HUARAZ;INDEPENDENCIA;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50;C1:2600:GASOHOL 98 PLUS;C1:2600:GASOHOL 90 PLUS;C1:2600:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;15800.0;13/11/2017;INDEFINIDO;NORMA MARIELA MACEDO DUEÑAS;720
832;202300212124;7895;7895-050-150923;10297002398;LUCY BEATRIZ MEDINA BUSTINZA DE CAMACHO;JR. ENRIQUE P. CACERES N° 332;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5800:Diesel B5 S-50;C1:2700:GASOHOL 84 PLUS;C1:2800:GASOHOL 84 PLUS;C1:3600:GASOHOL REGULAR;C1:3600:GASOHOL REGULAR;C1:3600:GASOHOL PREMIUM;C1:3600:Diesel B5 S-50;nan;nan;nan;25700.0;15/09/2023;INDEFINIDO;LUCY BEATRIZ MEDINA BUSTINZA DE CAMACHO;0
833;201600026715;18871;18871-050-290216;20503840121;REPSOL COMERCIAL S.A.C.;AV. PRIMAVERA N° 1095, ESQUINA CON CALLE CANARIAS N° 101;LIMA;LIMA;SAN BORJA;ESTACIONES DE SERVICIOS;C1:8000:GASOHOL 95 PLUS;C1:8000:Diesel B5 S-50;C1:8000:GASOHOL 98 PLUS;C1:8000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;32000.0;29/02/2016;INDEFINIDO;LUIS ALBERTO VASQUEZ MADUEÑO;0
834;202300212119;16787;16787-050-150923;20328495474;JOSE CARLOS MEDINA VELASQUEZ S.A;JR. RICARDO PALMA Nº 340;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:GASOHOL PREMIUM;C1:5200:GASOHOL REGULAR;C1:5200:GASOHOL 84 PLUS;C1:5200:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;19600.0;15/09/2023;INDEFINIDO;JOSE CARLOS CAMACHO MEDINA;0
835;202000053882;148644;148644-050-010520;20605407421;ESTACION DE SERVICIOS TADEO E.I.R.L.;CARRETERA SULLANA  PAITA, MZ. 155, LOTE 01, C.P. JIBITO;PIURA;SULLANA;MIGUEL CHECA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4800:GASOHOL 84 PLUS;C1:4800:GASOHOL 90 PLUS;C1:6500:Diesel B5 S-50;C1:3000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;19100.0;01/05/2020;INDEFINIDO;ORTIZ ZARATE RICARDO ERMITANIO;720
836;202300268464;170712;170712-050-151123;20609600498;ESTACION DE SERVICIOS PETROCHANKAS S.A.C.;AV. SESQUICENTENARIO CON AV. ESPAÑA S/N;APURIMAC;ANDAHUAYLAS;TALAVERA;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50;C1:1500:GASOHOL PREMIUM C2:3500:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;15000.0;09/11/2023;INDEFINIDO;QUISPE TORRES YANETH;0
837;202300024995;18400;18400-050-230223;20438687051;GASOLINERA DON ARMANDO S.A.C.;MZ 14 LOTE 03 URB. 8 DE SETIEMBRE;LA LIBERTAD;ASCOPE;CASA GRANDE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5100:GASOHOL PREMIUM;C1:5100:Diesel B5 S-50;C1:5100:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;15300.0;23/02/2023;INDEFINIDO;HERMELINDA AMANDA MERCADO LANDERS DE MARTELL;0
838;202300052236;120724;120724-050-170423;10319247764;MARIN RIVERA ELVA BETZI;LOCALIDAD DE CULLUCHACA, CARRETERA HUARAZ LLAMELLIN S/N;ANCASH;HUARI;PONTO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3060:Diesel B5 S-50;C1:1080:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;4140.0;17/04/2023;INDEFINIDO;MARIN RIVERA ELVA BETZI;0
839;202300164019;42466;42466-050-220723;20494105650;GRUPO DE INVERSIONES LA DOLOROSA GRIFOS E.I.R.L.;PROLONGANCIÓN ZAMORA ESQUINA CON CALLE AVIACIÓN Y LA PROLONGACIÓN ALFONSO UGARTE -;LORETO;ALTO AMAZONAS;YURIMAGUAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1420:DIESEL B5;C1:1420:GASOLINA 84;C1:1420:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;nan;4260.0;22/07/2023;INDEFINIDO;LUCK SEGUNDO ROSALES VARGAS;720
840;202300087049;20983;20983-050-220523;20541487710;SURTIDORES E INVERSIONES MAX E.I.R.L.;AV. JUAN SANTOS ATAHUALPA S/N - URB. EL MILAGRO;JUNIN;CHANCHAMAYO;SAN RAMON;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:Diesel B5 S-50;C1:5300:Diesel B5 S-50;C1:2600:GASOHOL REGULAR;C1:2600:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;16500.0;22/05/2023;INDEFINIDO;MAXIMILIANO JOAQUIN ATAO CAJA;720
841;202000151462;124745;124745-050-011120;20529468327;INVERSIONES BAEZ S.R.L.;CRUCE KM 03 CARRETERA CAJAMARCA  OTUZCO CON CARRETERA AL AEROPUERTO AV. RAFAEL HOYOS RUBIO - PREDIO COLUMBO, FUNDO CUMBICANCHA;CAJAMARCA;CAJAMARCA;CAJAMARCA;ESTACIONES DE SERVICIOS;C1:8500:Diesel B5 S-50;C1:2500:GASOHOL 98 PLUS;C1:3000:GASOHOL 95 PLUS;C1:4000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;18000.0;01/11/2020;INDEFINIDO;WILSON RAMIRO BAEZ CHAVEZ;720
842;202100139892;146486;146486-050-130721;20604355291;CORPORACION HUAMACHUCO ENERGY S.A.C.;INTERSECCIÓN AV. 15 DE AGOSTO Y CALLE JOSE OLAYA;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;ESTACIONES DE SERVICIOS;C1:2500:GASOHOL 95 PLUS;C1:9000:Diesel B5 S-50;C1:5500:GASOHOL 90 PLUS;C1:3000:GASOHOL 97 PLUS;C1:9000:Diesel B5 S-50;nan;nan;nan;nan;nan;29000.0;13/07/2021;INDEFINIDO;KARLA PAOLA BUSTAMANTE ALVITES;0
843;201900027727;7349;7349-050-250219;20127765279;COESTI S.A.;AV. VENEZUELA N° 2515, ESQUINA CON CALLE JACINTO IBAÑEZ;AREQUIPA;AREQUIPA;AREQUIPA;ESTACIONES DE SERVICIOS;C1:8000:GASOHOL 90 PLUS;C1:5350:Diesel B5 S-50;C1:2650:GASOHOL 95 PLUS;C1:8000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;24000.0;25/02/2019;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;240
844;202300014095;20119;20119-050-200223;20568188048;INVERSIONES J G & S L S.R.L.;AV. HATUN XAUXA N° 403 ESQ. CON AV. CIRCUNVALACION;JUNIN;JAUJA;SAUSA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50;C1:1500:SIN PRODUCTO C2:1500:GASOHOL 95 PLUS;C1:2500:GASOHOL 90 PLUS C2:500:GASOHOL 97 PLUS;nan;nan;nan;nan;nan;nan;nan;9000.0;20/02/2023;INDEFINIDO;GUTIERREZ SINDICO JUAN ODILIO;720
845;202200128565;9045;9045-050-120722;20531577770;ESTACION DE SERVICIOS VALENCIA S.A.;CARRETERA FERNANDO BELAUNDE TERRY KM 481;SAN MARTIN;RIOJA;RIOJA;ESTACIONES DE SERVICIOS;C1:10500:Diesel B5 S-50;C1:10500:GASOLINA 84;C1:5300:GASOLINA 90;C1:2600:GASOLINA 95;nan;nan;nan;nan;nan;nan;28900.0;12/07/2022;INDEFINIDO;JUDITH VALENCIA VIDAL;720
846;202100061814;155377;155377-050-170521;20481035458;INVERSIONES CHAMIZ E.I.R.L;CARRETERA HUAMACHUCO-CAJABAMBA KM. 7, SECTOR CHAMIZ, PREDIO EL RYGRAS;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:3000:GASOHOL 90 PLUS;C1:3000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;12000.0;17/05/2021;INDEFINIDO;SANTOS NEYRA JARA;0
847;202300263129;130498;130498-050-281023;20600487044;GRIFO MARIA ROSA E.I.R.L.;CENTRO POBLADO MENOR DE CACHIPAMPA;ANCASH;CASMA;YAUTAN;ESTACIONES DE SERVICIOS;C1:1500:Diesel B5 S-50;C1:1500:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;3000.0;28/10/2023;INDEFINIDO;MERCEDES PULACHE MAZA;0
848;201900070423;82284;82284-050-130519;20480393164;ESTACION DE SERVICIOS VENTURA S.A.C;CARRETERA PANAMERICANA NORTE KM 819+291;LAMBAYEQUE;LAMBAYEQUE;MORROPE;ESTACIONES DE SERVICIOS;C1:3000:GASOHOL 84 PLUS;C1:2000:GASOHOL 90 PLUS;C1:3000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;8000.0;13/05/2019;INDEFINIDO;MARÍA NATIVIDAD CORONADO COLCHADO;0
849;202300198790;169905;169905-050-240823;10717632996;ROJAS COTRINA YULY AYDE;CARRETERA LA GRAMA;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;ESTACIONES DE SERVICIOS;C1:4700:Diesel B5 S-50;C1:4100:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;8800.0;24/08/2023;INDEFINIDO;ROJAS COTRINA YULY AYDE;0
850;201700212490;18622;18622-050-151217;20137399866;YACHT CLUB ANCÓN;MALECON SAN MARTIN N° 873;LIMA;LIMA;ANCON;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50;C1:2000:GASOHOL 95 PLUS C2:1000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;6000.0;15/12/2017;INDEFINIDO;GIANNI TOMAS MERLO AYLLON;0
851;201900144682;145852;145852-050-050919;10209063579;CAMPOS ARZAPALO CESARIO SANTOS;AV. UNION S/N MZ 47 LOTE S/N;JUNIN;JUNIN;CARHUAMAYO;ESTACIONES DE SERVICIOS;C1:3500:GASOHOL 90 PLUS C2:3500:GASOHOL 95 PLUS;C1:6000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;13000.0;05/09/2019;INDEFINIDO;CAMPOS ARZAPALO CESARIO SANTOS;0
852;202000135750;142617;142617-050-061020;10401207134;SABINA HUAMAN RAMOS;CARRETERA CENTRAL KM 58 CASERIO VALDIVIA;JUNIN;TARMA;PALCA;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50 C2:1000:GASOHOL 90 PLUS C3:500:GASOHOL 95 PLUS C4:500:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;nan;5000.0;06/10/2020;INDEFINIDO;SABINA HUAMAN RAMOS;0
853;201600022771;97872;97872-050-270216;20455572356;GRIFO Y GASOCENTRO APOSTOL SANTIAGO E.I.R.L.;MZ. 121 LOTE 8, ASENTAMIENTO HUMANO LA FLORIDA;AREQUIPA;CARAVELI;ATICO;ESTACIONES DE SERVICIOS;C1:6500:Diesel B5 S-50;C1:1300:GASOHOL 95 PLUS C2:2600:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;10400.0;27/02/2016;INDEFINIDO;YOCELI LUCIA LOAYZA MONZON;720
854;202200064794;103814;103814-050-070422;20570831233;GRIFO SEÑOR DE LA BUENA ESPERANZA E.I.R.L.;CARRETERA CHICLAYO - CHONGOYAPE KM 32 (FRENTE AL CEMENTERIO), SECTOR CAMPO EL TORO;LAMBAYEQUE;CHICLAYO;TUMAN;ESTACIONES DE SERVICIOS;C1:4606:Diesel B5 S-50;C1:1914:GASOHOL 84 PLUS;C1:1914:GASOHOL 90 PLUS;C1:1914:GASOHOL 95 PLUS;C1:1914:Diesel B5 S-50;nan;nan;nan;nan;nan;12262.0;07/04/2022;INDEFINIDO;JESUS ROLANDO TICLLA FLORES;0
855;201300086839;102879;102879-050-090513;20563945088;GRIFO ALICIA E.I.R.L.;CALLE PRINCIPAL MZ. D LT. 04 NUEVA EXPANSION URBANA PARTE ALTA;MADRE DE DIOS;MANU;HUEPETUHE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:9352:Diesel B5 S-50;C1:9384:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;18736.0;09/05/2013;INDEFINIDO;FIDELIA ROSA GUZMAN;0
856;201600026440;18491;18491-050-250216;20600630823;EMPRESA TEXAS ORCCORARA OIL S.R.L.;JR. TARAPACA S/N. SALIDA A SANTA ROSA;PUNO;MELGAR;NUÑOA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1100:GASOHOL 84 PLUS;C1:2200:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;3300.0;25/02/2016;INDEFINIDO;MAXIMILIANO CONDORI CCALLATA;720
857;202300139494;121755;121755-050-190723;10285979833;CLAUDIA MIGUEL NAVARRO;AV. ROBERTO SACHA FLORES S/N PREDIO ROSAS PAMPA - CENTRO POBLADO MARINTARI;AYACUCHO;LA MAR;SANTA ROSA;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50;C1:2000:GASOHOL REGULAR C2:2000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;8000.0;19/07/2023;19/07/2024;CLAUDIA MIGUEL NAVARRO;0
858;202300085676;21322;21322-050-090623;10009673976;IBANEZ RUIZ ROMMEL;ALAMEDA OLMEDO CARDENAS INFANTES / JR. ALFONSO UGARTE MZ. 62, LT. A;SAN MARTIN;BELLAVISTA;BELLAVISTA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6500:GASOLINA REGULAR;C1:6500:GASOLINA REGULAR;C1:6500:Diesel B5 S-50;C1:6500:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;26000.0;09/06/2023;INDEFINIDO;IBANEZ RUIZ ROMMEL;0
