No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
1;202300066799;113840;113840-050-290323;20600438051;ESTACION DE SERVICIOS BOQUERON S.A.C.;CAR.FEDERICO BASADRE KM. 177 C.P. BOQUERON;UCAYALI;PADRE ABAD;PADRE ABAD;ESTACIONES DE SERVICIOS;C1:10000:DIESEL B5;C1:5000:GASOLINA 90 C2:5000:GASOLINA 90;nan;nan;nan;nan;nan;nan;nan;nan;20000.0;29/03/2023;INDEFINIDO;CANTARO JAVIER, CESAR PAUL;0
2;202300152349;20999;20999-050-190623;20490011341;ESTACION DE SERVICIOS LAS VEGAS'S S.R.L.;AV. VENEZUELA N° 110;APURIMAC;ABANCAY;ABANCAY;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50;C1:2000:GASOHOL PREMIUM;C1:2000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;9000.0;19/06/2023;INDEFINIDO;AMERICO PASTOR HERRERA;0
3;202300254594;18689;18689-050-191223;20602544002;COMPAÑIA OPERADORA DE LA SELVA S.A.;AV. MIRAFLORES/ARBORIZACION NRO. 1439;UCAYALI;CORONEL PORTILLO;YARINACOCHA;ESTACIONES DE SERVICIOS;C1:2600:GASOHOL REGULAR;C1:6366:DIESEL B5;C1:3500:GASOHOL REGULAR;C1:3149:DIESEL B5;C1:1200:GASOHOL PREMIUM;C1:2656:DIESEL B5;nan;nan;nan;nan;19471.0;19/12/2023;INDEFINIDO;MARLY PATRICIA RENGIFO RÍOS;0
4;202200123413;120796;120796-050-240822;20602783147;PETROCENTROS UNIDOS MINORISTAS ARRASCUE SERRANO E.I.R.L.;PREDIO QUEVEDO MZ. A LOTES 1 Y 2;LA LIBERTAD;TRUJILLO;MOCHE;ESTACIONES DE SERVICIOS;C1:5390:Diesel B5 S-50;C1:2135:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;7525.0;24/08/2022;INDEFINIDO;GENDER ARRASCUE SERRANO;0
5;202300127265;136503;136503-050-050623;10091328025;ALEJANDRO HUATAQUISPE HUAUYA;AV. AVIACIÓN ESQUINA VIA DE EVITAMIENTO MZ A LOTE 15 AAHH LA FORTALEZA;UCAYALI;CORONEL PORTILLO;MANANTAY;ESTACIONES DE SERVICIOS;C1:6000:DIESEL B5;C1:3000:GASOLINA REGULAR C2:3000:GASOLINA REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;12000.0;05/06/2023;INDEFINIDO;ALEJANDRO HUATAQUISPE HUAUYA;480
6;202300166114;169327;169327-050-090823;10039009221;CASTILLO CORDOVA VICTOR;CARRETERA FERNANDO BELAUNDE TERRY KM. 61 + 700 - CENTRO POBLADO NUEVO JAEN;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50;C1:3000:GASOLINA 84;C1:3000:GASOLINA REGULAR;nan;nan;nan;nan;nan;nan;nan;9000.0;09/08/2023;INDEFINIDO;CASTILLO CORDOVA VICTOR;0
7;202300135776;112964;112964-050-030723;20528919902;SERVICIOS GENERALES PONCE DE LA ROSA SOCIEDAD ANONIMA CERRADA;ANEXO DE SANTA CRUZ DE MATI CHICO LOTE 2, ALTURA DEL KM. 375 DE LA CARRETERA LIMA-HUANUCO;HUANUCO;AMBO;AMBO;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50;C1:2000:GASOHOL REGULAR C2:1000:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;nan;7000.0;03/07/2023;INDEFINIDO;RUBEN DARIO PONCE DE LA ROSA;0
8;201500167478;116412;116412-050-151215;10732315638;ALEXANDERS ARRIAGA HUAMAN;PISTA HUACARPAY - HUAMBUTIO CENTRO POBLADO ANEXO ILLAPATA;CUSCO;QUISPICANCHI;LUCRE;ESTACIONES DE SERVICIOS;C1:9000:Diesel B5 S-50;C1:9000:Diesel B5 S-50;C1:5000:GASOHOL 84 PLUS;C1:5000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;28000.0;15/12/2015;INDEFINIDO;ALEXANDERS ARRIAGA HUAMAN;0
9;202300079865;19844;19844-050-230423;20601755506;PETROCENTRO LUAND E.I.R.L.;AV. EL EJERCITO Nº 663;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50;C1:5000:Diesel B5 S-50;C1:5000:GASOHOL REGULAR;C1:3050:GASOHOL REGULAR;C1:3050:GASOHOL PREMIUM;nan;nan;nan;nan;nan;21100.0;23/04/2023;INDEFINIDO;LUISA ANDIA PECEROS;240
10;202200181763;20012;20012-050-220922;20490224336;LEOCUPER REPRESENTACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;AV. INAMBARI MZA. 28, LOTE 13 - MAZUKO;MADRE DE DIOS;TAMBOPATA;INAMBARI;ESTACIONES DE SERVICIOS;C1:5400:Diesel B5 S-50;C1:2000:GASOLINA 84;C1:1400:Diesel B5 S-50;C1:5000:GASOLINA 84;C1:5000:GASOLINA 90;C1:5000:Diesel B5 S-50;nan;nan;nan;nan;23800.0;22/09/2022;INDEFINIDO;LEONCIO CCORIMANYA USANDIVARES;720
11;202300273370;171382;171382-050-141123;20127765279;COESTI S.A.;MZ D. LOTE 1, URB. PROGRESIVA LAS ORQUIDEAS II ETAPA;PROV. CONST. DEL CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:10657:Diesel B5 S-50;C1:3292:GASOHOL REGULAR C2:3292:GASOHOL PREMIUM;C1:10657:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;27898.0;14/11/2023;INDEFINIDO;CESAR DOMINGO CRUCES LIBERT;0
12;202100101009;106847;106847-050-120721;10432793961;BUSTAMANTE VALLEJOS MIGUEL ANGEL;KM 2 + 100 CARRETERA FERNANDO BELAUNDE TERRY - SECTOR LOS BOLICHES;LAMBAYEQUE;LAMBAYEQUE;OLMOS;ESTACIONES DE SERVICIOS;C1:2200:Diesel B5 S-50;C1:2200:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;4400.0;12/07/2021;INDEFINIDO;MIGUEL ANGEL BUSTAMANTE VALLEJOS;0
13;202300199199;97067;97067-050-270823;20600624548;CORPORACION CASAVERDE-ROCA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;PROLONGACION AV. LA CULTURA S/N;CUSCO;LA CONVENCION;PICHARI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50;C1:1000:GASOHOL REGULAR C2:1500:GASOHOL REGULAR;C1:6500:GASOHOL REGULAR;C1:10500:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;22500.0;27/08/2023;27/08/2024;SABINO CASAVERDE LAURENTE;720
14;201400077024;108495;108495-050-210614;20542838494;SERVICENTRO J. AMERICANO S.A.C.;CARRETERA INTEROCEANICA PUERTO MALDONADO-CUSCO KM. 06 (MARGEN IZQUIERDA);MADRE DE DIOS;TAMBOPATA;TAMBOPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:8158:Diesel B5 S-50;C1:8158:Diesel B5 S-50;C1:8158:Diesel B5 S-50;C1:6818:GASOLINA 84;C1:2687:GASOLINA 90;nan;nan;nan;nan;nan;33979.0;21/06/2014;INDEFINIDO;JHON AMERICO HUAMAN SALAS;0
15;202000178023;132389;132389-050-031220;20606908696;ESTACIÓN DE SERVICIOS ATALAYA EMPRESA INDIVIDUAL RESPONSABILIDAD LIMITADA;CALLE PROLONGACION BOLOGNESI CON CALLE MOHEMAS MZ. 124 LT 2A;UCAYALI;ATALAYA;RAYMONDI;ESTACIONES DE SERVICIOS;C1:3150:GASOLINA 90 C2:3150:GASOLINA 90 C3:2000:GASOLINA 90;C1:4150:DIESEL B5 C2:4150:DIESEL B5;nan;nan;nan;nan;nan;nan;nan;nan;16600.0;03/12/2020;INDEFINIDO;ALDO RONY ESPIRITU VARGAS;0
16;201900050948;115584;115584-050-020419;20542821176;GRIFO REY DAVID EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;CAR. TRES ISLAS KM. 14 C.C. TUPAC AMARU;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:10723:Diesel B5 S-50;C1:5290:GASOLINA 84;nan;nan;nan;nan;nan;nan;nan;nan;16013.0;02/04/2019;INDEFINIDO;NIDIA VILMA HUAINA VEGA DE CALLA;0
17;201900040728;132404;132404-050-150319;10311439923;JUAN ROQUE LIZUNDE CCOICCA;AVENIDA LA CULTURA S/N;APURIMAC;ANDAHUAYLAS;PACUCHA;ESTACIONES DE SERVICIOS;C1:7331:Diesel B5 S-50;C1:1339:GASOHOL 90 PLUS C2:1339:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;10009.0;15/03/2019;INDEFINIDO;JUAN ROQUE LIZUNDE CCOICCA;0
18;202000061095;149611;149611-050-130720;20601448689;COMPAÑIA DE COMBUSTIBLES DEL SUR S.A.C.;AV. VILLARREAL MZ. B LOTE. 33 ANEXO VILLARREAL;LIMA;CAÑETE;IMPERIAL;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4500:Diesel B5 S-50;C1:3200:GASOHOL 90 PLUS C2:1300:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;9000.0;13/07/2020;INDEFINIDO;LADY DIANA ESPICHAN CANDELA;0
19;202200199559;152431;152431-050-261022;20502097840;SUMINISTROS PETROLEROS S.A.C.;MZ. DN, LOTES 03,07, 8A, 8B, SECTOR EL PALOMAR, ANEXO 22;LIMA;HUAROCHIRI;SAN ANTONIO;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:2000:GASOHOL 90 PLUS C2:2000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;10000.0;26/10/2022;INDEFINIDO;MANUEL GODOY MALLQUI;0
20;202100291081;160569;160569-050-100322;20603205856;ESTACION DE SERVICIOS LA BONITA S.A.C.;VÍA DE ACCESO A ACARÍ S/N, SECTOR MUNCHER;AREQUIPA;CARAVELI;ACARI;ESTACIONES DE SERVICIOS;C1:8100:Diesel B5 S-50;C1:2100:GASOHOL 90 PLUS C2:2100:GASOHOL 95 PLUS C3:1050:GASOHOL 98 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;13350.0;10/03/2022;INDEFINIDO;ERICK ESTEBAN CASALINO JORDAN;0
21;202000033540;42090;42090-050-260220;20452694698;SERVICENTRO POSBEN S.A.C.;CARRETA PANAMERICANA SUR KM 290.7;ICA;ICA;SALAS;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50;C1:3000:GASOHOL 98 PLUS;C1:3000:GASOHOL 90 PLUS;C1:3000:GASOHOL 95 PLUS;C1:6000:Diesel B5 S-50;C1:3000:Diesel B5 S-50;C1:2000:GASOHOL 84 PLUS;nan;nan;nan;23000.0;26/02/2020;INDEFINIDO;FELIX GERMAN POSADAS CABRERA;0
22;201700122034;130463;130463-050-100817;20601646201;GRIFO VILLA HERMOSA JULIACA S.A.C.;JR.SUCRE N°1277,ESQUINA CON JR. MIRAFLORES;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6586:Diesel B5 S-50;C1:3951:GASOHOL 90 PLUS;C1:3951:GASOHOL 95 PLUS;C1:6586:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;nan;21074.0;10/08/2017;INDEFINIDO;HILDA ARO ARO;0
23;202000033537;43772;43772-050-260220;10417457220;SORAYDA KALA HUAMAN;CRUCE CARRETERA PANAMERICANA SUR CON CARRETERA AREQUIPA-MAJES-CAMANA, SECTOR EL SOLITARIO;AREQUIPA;CAYLLOMA;MAJES;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3927:Diesel B5 S-50;C1:1947:GASOHOL 90 PLUS;C1:1957:SIN PRODUCTO;C1:5260:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;13091.0;26/02/2020;INDEFINIDO;SORAYDA KALA HUAMAN;0
24;201800209483;18587;18587-050-271218;20602517099;ESTACION DE SERVICIOS MARIA ANGELINA & VALENTINA E.I.R.L.;MARISCAL CACERES N° 217;LORETO;ALTO AMAZONAS;YURIMAGUAS;ESTACIONES DE SERVICIOS;C1:6000:DIESEL B5;C1:6000:DIESEL B5;C1:3000:GASOLINA 84;C1:2996:GASOLINA 90;C1:3800:SIN PRODUCTO;nan;nan;nan;nan;nan;21796.0;27/12/2018;INDEFINIDO;MARILU FLORES CASTRO;0
25;202200164538;105492;105492-050-101122;20530043186;ESTACION DE SERVICIOS AYPATE E.I.R.L.;AV. CHANURAN S/N;PIURA;AYABACA;AYABACA;ESTACIONES DE SERVICIOS;C1:1000:GASOHOL 84 PLUS C2:2000:GASOHOL 90 PLUS;C1:5000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;8000.0;10/11/2022;INDEFINIDO;FLORENTINO GARCIA VELASQUEZ;0
26;201700030801;120556;120556-050-020317;20480099720;INVERSIONES Y SERVICIOS ALEX & LALITO EIRL;AV. EUFEMIO LORA Y LORA N° 2450;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;ESTACIONES DE SERVICIOS;C1:5125:DIESEL B5,Diesel B5 S-50;C1:4148:DIESEL B5,Diesel B5 S-50;C1:1138:GASOHOL 95 PLUS;C1:1138:GASOHOL 90 PLUS;C1:1138:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;12687.0;02/03/2017;INDEFINIDO;EDIS DIAZ PEREZ;0
27;202300146070;43021;43021-050-150823;20379038761;EMPRESA DE SERVICIOS MULTIPLES LOS LAURELES DE MANCHAY S.A.C.;AV. VICTOR MALASQUEZ, PARCELA 7, COMUNIDAD CAMPESINA COLLANAC;LIMA;LIMA;PACHACAMAC;ESTACIONES DE SERVICIOS;C1:2000:GASOHOL REGULAR C2:2000:GASOHOL REGULAR C3:2000:GASOHOL PREMIUM;C1:6000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;12000.0;15/08/2023;INDEFINIDO;MARTIN HUAYNAS SERRANO;0
28;201800112619;113006;113006-050-130718;10200647799;MARISOL PALACIOS COLONIO;CALLE CAMPO ARMIÑO S/N MZ. F-4, SECTOR NOR ESTE;HUANCAVELICA;TAYACAJA;COLCABAMBA;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50;C1:500:GASOHOL 90 PLUS C2:850:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;6350.0;13/07/2018;INDEFINIDO;MARISOL PALACIOS COLONIO;0
29;202300293740;97245;97245-050-301123;20493167392;GRIFO FLOTANTE MARIA EUGENIA EIRL;"JR. PUTUMAYO MZ. H LT. 32; PUEBLO JOVEN STADIUM; ETAPA STADIUM";LORETO;MAYNAS;IQUITOS;ESTACIONES DE SERVICIOS;C1:2000:GASOLINA 84;C1:2000:GASOLINA REGULAR;C1:2000:DIESEL B5;C1:3000:GASOLINA 84 C2:4000:DIESEL B5;nan;nan;nan;nan;nan;nan;13000.0;30/11/2023;INDEFINIDO;ALEX GRIMALDO AQUINO TAIPE;240
30;202300138351;8745;8745-050-190623;10221848999;CARLOS NICOLAS ONCEBAY ROMANI;AV. GRAU S/N;ICA;PALPA;PALPA;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50;C1:4800:GASOHOL REGULAR;C1:2800:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;12600.0;19/06/2023;INDEFINIDO;CARLOS NICOLAS ONCEBAY ROMANI;0
31;202000059239;145574;145574-050-250520;20600890469;GRIFO SOL DE SELVA S.A.C.;CARRETERA FERNANDO BELAUNDE TERRY KM 68 (CASERIO NUEVA UNION);SAN MARTIN;PICOTA;CASPISAPA;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50;C1:3000:Diesel B5 S-50;C1:1500:GASOLINA 84 C2:1500:GASOLINA 90;nan;nan;nan;nan;nan;nan;nan;9000.0;25/05/2020;INDEFINIDO;IRMA MILAGROS DELGADO MORALES;0
32;202200169121;37465;37465-050-051022;20601223334;PETROLL SUR II S.R.L.;AV. VENEZUELA N° 219;AREQUIPA;AREQUIPA;AREQUIPA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:GASOHOL 90 PLUS;C1:5000:GASOHOL 90 PLUS;C1:2000:Diesel B5 S-50;C1:2000:Diesel B5 S-50;C1:2500:GASOHOL 95 PLUS;C1:3500:SIN PRODUCTO;C1:5000:GASOHOL 90 PLUS;C1:5000:Diesel B5 S-50;nan;nan;30000.0;05/10/2022;INDEFINIDO;CARLOS RAFAEL JUSTO OVIEDO;0
33;202300035046;166268;166268-050-280223;20609568306;ESTACION DE SERVICIOS LA PERLA DEL HUASCAYACU S.A.C.;JR. BAGUA S/N  CENTRO POBLADO PUEBLO LIBRE;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;ESTACIONES DE SERVICIOS;C1:4000:GASOLINA 90;C1:4000:GASOLINA 84;C1:3000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;11000.0;28/02/2023;INDEFINIDO;CASTREJON RAMIREZ WILLAN;0
34;202300070894;96562;96562-050-310323;20486100215;REPRESENTACIONES SOSA S.A.C.;AV. MANUEL A. PINTO N° 403 SECTOR HUASA HUASI;JUNIN;CHANCHAMAYO;CHANCHAMAYO;ESTACIONES DE SERVICIOS;C1:1500:SIN PRODUCTO;C1:4100:Diesel B5 S-50;C1:4500:GASOHOL REGULAR;C1:2300:GASOHOL PREMIUM C2:1500:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;13900.0;31/03/2023;INDEFINIDO;LUCY JOWANY YARO BALBIN;480
35;201900035420;7264;7264-050-070319;20446357396;SERVICENTRO SANTA CLARA S.A.C;CARRETERA HUACHO-SAYAN CRUCE SAN BOSCO S/N. - CENTRO POBLADO IRRIGACION SANTA ROSA.;LIMA;HUAURA;SAYAN;ESTACIONES DE SERVICIOS;C1:2400:GASOHOL 90 PLUS;C1:4000:Diesel B5 S-50;C1:1160:GASOHOL 95 PLUS;C1:1160:GASOHOL 98 PLUS;nan;nan;nan;nan;nan;nan;8720.0;07/03/2019;INDEFINIDO;MIRIAN ZENAIDA ZAMUDIO HUERTA;0
36;202200131471;163767;163767-050-051022;20601399297;INVERSIONES KELMAIN S.A.C.;SECTOR YACUCUICA (REFERENCIA CARRETERA - AYACUCHO HUANTA KM 11);AYACUCHO;HUAMANGA;JESUS NAZARENO;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50;C1:8000:GASOHOL 90 PLUS;C1:4000:GASOHOL 95 PLUS C2:4000:GASOHOL 97 PLUS;nan;nan;nan;nan;nan;nan;nan;24000.0;05/10/2022;INDEFINIDO;MAXIMINA PALOMINO VENTURA;0
37;202300132848;14833;14833-050-070623;20531458681;GRIFO UNIVERSAL E.I.R.L.;AV. CAJAMARCA SUR Nº 354;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6800:Diesel B5 S-50;C1:6800:GASOLINA 84;C1:6800:GASOLINA REGULAR;nan;nan;nan;nan;nan;nan;nan;20400.0;07/06/2023;INDEFINIDO;BRITALDO ROJAS RAFAEL;0
38;202300209820;168715;168715-050-010923;20603597126;UCV GRIFOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - UCV GRIFOS S.R.L.;CARRETERA PAITA - SULLANA, NUEVO PARAISO DE COLAN;PIURA;PAITA;COLAN;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:6000:GASOHOL REGULAR;C1:2860:GASOHOL 84 PLUS C2:3140:GASOHOL PREMIUM;C1:3000:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;21000.0;01/09/2023;INDEFINIDO;RONALD MARTIN SOMMER SEMINARIO;0
39;202000198646;101659;101659-050-301220;10286904799;ANDRES CORCINO PALOMINO CCORAHUA;AV. ANCCARA S/N. MZ H LT 7 Y 8 - BARRIO BELLAVISTA;HUANCAVELICA;ANGARAES;LIRCAY;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:Diesel B5 S-50;C1:2000:GASOHOL 90 PLUS C2:2000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;8000.0;30/12/2020;INDEFINIDO;ANDRES CORCINO PALOMINO CCORAHUA;0
40;202000056552;18586;18586-050-160520;20105300914;SERVICENTRO SECHURA E.I.R.L.;AV. PRIMAVERA URB. LA RIVERA S/N;PIURA;SECHURA;SECHURA;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50;C1:5000:GASOHOL 84 PLUS;C1:5000:GASOHOL 90 PLUS;C1:5000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;20000.0;16/05/2020;INDEFINIDO;MENDOZA DE CURO FLORA;0
41;202300157420;154991;154991-050-210723;20610989897;V & E PETRONEGOCIACIONES BELEN S.A.C.;AV. HERMANOS FUENTES CON JR. COSTANERA MZ. A-2 LOT. 01, 02, 03 DE LA HABILITACIÓN URBANO ZONA ECOLOGICA CIUDAD BALSASPATA;PUNO;AZANGARO;AZANGARO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3595:Diesel B5 S-50;C1:2696:GASOHOL REGULAR;C1:2696:GASOHOL PREMIUM;C1:2696:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;nan;11683.0;21/07/2023;INDEFINIDO;CHALCO ZARATE EDITH FLORA;0
42;201900035423;92959;92959-050-080319;20407837178;ESTACION DE SERVICIO LOS MEDANOS S.A.C.;CARRETERA HUACHO - SAYAN, MZ. D, LT. 4 - LOS MEDANOS, SECTOR IRRIGACION SANTA ROSA;LIMA;HUAURA;SAYAN;ESTACIONES DE SERVICIOS;C1:2833:GASOHOL 95 PLUS;C1:2819:GASOHOL 98 PLUS;C1:2899:GASOHOL 90 PLUS;C1:2833:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;11384.0;08/03/2019;INDEFINIDO;MIRIAN ZENAIDA ZAMUDIO HUERTA;0
43;202300182874;115250;115250-050-050823;20600361466;GRIFO ROCKY E.I.R.L.;NRO. SN ALAMEDA URUSAYHUA (A 3 CDRS DE LA COMPAÑIA BOMBEROS);CUSCO;LA CONVENCION;ECHARATE;ESTACIONES DE SERVICIOS;C1:7500:Diesel B5 S-50;C1:3500:GASOHOL REGULAR C2:1500:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;nan;12500.0;05/08/2023;05/08/2024;HECTOR ARROYO DELGADO;0
44;202300086966;108444;108444-050-210423;20609536196;INVERSIONES PETROLUZ S.A.C.;CARRETERA MARGINAL KM. 43 SECTOR PUENTE PUCHARINI;JUNIN;CHANCHAMAYO;PERENE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5323:Diesel B5 S-50;C1:1786:GASOHOL REGULAR;C1:1763:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;8872.0;21/04/2023;INDEFINIDO;POMA YARO WALTER SAMUEL;0
45;202200081212;7255;7255-050-050522;20517849368;FULL OILS PETRO SOCIEDAD ANONIMA CERRADA-FULL OILS PETRO S.A.C.;AV. REVOLUCION N° 783 PRIMERA ZONA - COLLIQUE;LIMA;LIMA;COMAS;ESTACIONES DE SERVICIOS;C1:3000:GASOHOL 90 PLUS;C1:3000:GASOHOL 95 PLUS;C1:6000:Diesel B5 S-50;C1:6000:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;18000.0;05/05/2022;INDEFINIDO;ELVA GLADIS GUARDAMINO CHAPARRO;0
46;202300086033;138446;138446-050-310523;20601806313;GRIFOS Y TRANSPORTES VENEZUELA S.A.C.;ASOC. DE VIVIENDA CASA TALLER SANTA MARGARITA MZ L LOTE 3, 4, 5-A;PROV. CONST. DEL CALLAO;PROV. CONST. DEL CALLAO;VENTANILLA;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:1500:GASOHOL REGULAR C2:1500:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;nan;9000.0;31/05/2023;INDEFINIDO;JESSIKA TERESA SOTO MILLA;0
47;202300240028;18288;18288-050-290923;20601173221;ESTACION DE SERVICIOS GRIFO EL TRIUNFO S.A.C.;CARRETERA CENTRAL KM. 18;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2500:Diesel B5 S-50;C1:1600:Diesel B5 S-50 C2:1000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;5100.0;29/09/2023;INDEFINIDO;BALTAZAR YARO YESENIA NELSI;720
48;202200062418;157600;157600-050-130522;10022880395;ZARATE CUNO MARIA FORTUNATA;ESQUINA ENTRE LOS JIRONES ATAHUALPA Y TUPAC AMARU SUB LOTE 1-A, MZ. G;PUNO;MELGAR;AYAVIRI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50;C1:2000:GASOHOL 84 PLUS;C1:2500:GASOHOL 90 PLUS;C1:2500:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;10000.0;13/05/2022;INDEFINIDO;ZARATE CUNO MARIA FORTUNATA;0
49;202300259658;157392;157392-050-271023;20606160322;ESTACION DE SERVICIOS V & P S.R.L.;AV. TUPAC AMARU N° 707 ( EX PANAMERICANA NORTE);LAMBAYEQUE;LAMBAYEQUE;JAYANCA;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:3000:Diesel B5 S-50 C2:3000:GASOHOL REGULAR;C1:3000:GASOHOL REGULAR C2:3000:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;18000.0;27/10/2023;INDEFINIDO;WALTER DANIEL VALLEJOS PACHECO;0
50;202300072913;141616;141616-050-140423;20600834925;NEGOCIOS CORPORATIVOS MB S.A.C.;AV. TAHUANTINSUYO - BARRIO HUAYCHAUHUACCANA S/N;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:3000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;9000.0;14/04/2023;INDEFINIDO;ISABEL CRISTINA BERTO HUAMAN;0
51;202300090148;97728;97728-050-040523;20610712216;GRUPO CAYNARACHI S.A.C.;CARRETERA TARAPOTO-YURIMAGUAS KM 55.06;SAN MARTIN;LAMAS;CAYNARACHI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1800:Diesel B5 S-50;C1:1240:Diesel B5 S-50;C1:1800:GASOLINA 90;C1:589:GASOLINA 84;nan;nan;nan;nan;nan;nan;5429.0;04/05/2023;INDEFINIDO;MEDINA RENGIFO MANUELA DE JESUS;0
